id,created_at,updated_at,name,Name Portuguese,Name Spanish,body,body Portuguese,body Spanish
190,2019-01-18 05:39:00,2019-02-20 00:58:30,Connect Repair,Reparo de conexão,Reparación de la conexión,Combine oils in a 10 ml roller bottle and fill remaining with a carrier oil. Apply topically to affected area.,Combine óleos em um frasco roll-on de 10 ml e complete o resto com óleo base. Aplique topicamente em uma região afetada.,Combine los aceites en una botella roll-on de 10 ml y rellene el resto con un aceite portador. Aplique de forma tópica en el área afectada.
191,2019-01-18 05:40:22,2019-02-08 11:49:28,Candida Simple Treatment,Tratamento simples de Cândida,Tratamiento simple de la candidiasis,Combine suggested oils and massage onto bottoms of feet.,Combine óleos sugeridos e massageie na sola dos pés.,Combine los aceites sugeridos y masajee en las plantas de los pies.
192,2019-01-18 05:45:00,2019-02-08 11:49:28,Candida Monthly Protocol,Protocolo Mensal de Cândida,Protocolo mensual para la candidiasis,"Step 1 - GX Assist® softgel three times per day with meals for ten days.
Step 2 - 1 capsule PB Assist®+ with each meal daily for at least ten days.
Step 3 - Continue PB Assist® if desired; rest for ten days.
Step 4 - Repeat Steps 1 & 2 monthly as needed.

For the entire 30 days consume:  1-3 capsules TerraZyme® with meals and/or on an empty stomach; 1-2 Zendocrine® complex with AM and PM meals; 2 drops Zendocrine® blend in capsule two times per day with meals; 2 drops lemon three times per day in a capsule or in drinking water.","Passo 1 - Tome cápsula de GX Assist® três vezes ao dia com refeições por dez dias. Passo 2 - 1 cápsula de PB Assist®+ com cada refeição diariamente por pelo menos dez dias. Passo 3 - Continue com PB Assist® se desejado; corte por dez dias. Passo 4 - Repita os passos 1 e 2 mensalmente, se necessário. Por 30 dias, tome: 1-3 cápsulas de TerraZyme® com refeições e/ou com o estômago vazio; 1-2 complexo de Zendocrine® com refeições de manhã e à noite; 2 gotas da mistura Zendocrine® na cápsula duas vezes ao dia com refeições; 2 gotas de limão três vezes ao dia em uma cápsula ou em água potável.",Paso 1: Cápsula de gel GX Assist® tres veces al día con las comidas durante diez días. Paso 2: 1 cápsula PB Assist®+ diariamente con cada comida durante al menos diez días. Paso 3: Continúe con PB Assist® si lo desea; descanse por diez días. Paso 4: Repita los pasos 1 y 2 mensualmente según sea necesario. Durante los 30 días completos consuma: 1 a 3 cápsulas TerraZyme® con las comidas y / o con el estómago vacío; 1 a 2 del complejo Zendocrine® con las comidas AM y PM; 2 gotas de la mezcla Zendocrine® en cápsula dos veces al día con las comidas; 2 gotas de limón tres veces al día en una cápsula o en agua potable.
193,2019-01-18 05:49:22,2019-02-08 11:49:28,Candida Quarterly Maintenance Cleanse,Manutenção trimestral de limpeza de Cândida,Limpieza de mantenimiento trimestral para la candidiasis,"Step 1 - Place 5 drops each melaleuca, lemon, and choose from lemongrass, thyme or oregano in a capsule; take two capsules per day for two weeks. If oregano was utilized, after two weeks of usage take a break for two weeks and replace with thyme or lemongrass.

Step 2 - After two weeks of usage, reduce consumption to one capsule of above combination per day for two weeks.

Step 3 - Take 2-4 PB Assist®+ per day for at least one week.

Step 4 - Repeat cleanse every three months or more frequently as needed.","Passo 1 - Coloque 5 gotas cada de melaleuca, limão e escolha entre capim-limão, tomilho ou orégano em uma cápsula; tome duas cápsulas ao dia por duas semanas. Se orégano for utilizado, após duas semanas de uso corte por duas semanas e substitua por tomilho ou capim-limão. Passo 2 - Após duas semanas de uso, reduza o consumo para uma cápsula da combinação acima ao dia por duas semanas. Passo 3 - Tome de 2-4 PB Assist®+ ao dia por pelo menos uma semana. Passo 4 - Repita a limpeza a cada três meses ou mais frequentemente, se necessário.","Paso 1: Coloque 5 gotas de melaleuca, limón y elija entre limoncillo, tomillo u orégano en una cápsula; tome dos cápsulas al día durante dos semanas. Si utilizó orégano, después de dos semanas de uso, tome un descanso durante dos semanas y reemplace con tomillo o limoncillo. Paso 2: Después de dos semanas de uso, reduzca el consumo a una cápsula de la combinación anterior al día durante dos semanas. Paso 3: Tome 2 a 4 PB Assist®+ al día durante al menos una semana. Paso 4: Repita la limpieza cada tres meses o más frecuente según sea necesario."
194,2019-01-18 05:52:10,2019-02-08 11:49:28,Candida Suppository,Supositório para Cândida,Supositorio para la candidiasis,Combine suggested oils with virgin coconut oil and roll into the shape of a large pill. Refrigerate or freeze until solid; insert into the vagina.,Combine os óleos sugeridos com óleo de coco virgem e molde na forma de uma pílula grande. Coloque na geladeira ou freezer até ficar sólido insira na vagina.,Combine los aceites sugeridos con aceite de coco virgen y forme una píldora grande. Refrigere o congele hasta que quede sólida; inserte en la vagina.
195,2019-01-18 05:55:35,2019-02-08 11:49:28,Candida Skin Relief,Alívio da pele da Cândida,Alivio tópico de la candidiasis,"Create a paste with the baking soda and fractionated coconut oil, followed by suggested oils. Store in an airtight container. Use paste in shower as a cleanser and exfoliator. Apply all over body and gently scrub for a few minutes. Repeat at least twice a week.","Crie uma pasta com o bicarbonato de sódio e óleo de coco fracionado, seguido pelos óleos sugeridos. Armazene em um recipiente vedado. Use a pasta no chuveiro, como um limpador e esfoliante. Aplique em todo o corpo e esfregue delicadamente por alguns minutos. Repita ao menos duas vezes por semana.","Cree una pasta con el bicarbonato de sodio y el aceite de coco fraccionado, seguido de los aceites sugeridos. Guarde en un recipiente hermético. Utilice la pasta en la ducha como limpiador y exfoliante. Aplique por todo el cuerpo y frote suavemente durante unos minutos. Repita al menos dos veces por semana."
196,2019-01-18 05:59:50,2019-02-08 11:49:28,Eczema and Psoriasis,Eczema e Psoríase,Eccema y psoriasis,Apply suggested oils to skin twice per day; massage in as tolerated. Also use TerraZyme® for additional support.,"Aplique os óleos sugeridos na pele duas vezes ao dia; massageie, conforme tolerado. Use também TerraZyme® para mais auxilio.",Aplique los aceites sugeridos sobre la piel dos veces al día; masajee tanto como lo tolere. También utilice TerraZyme® para el soporte adicional.
197,2019-01-18 06:03:53,2019-02-08 11:49:28,Vaginal Thrush/Yeast Treatment,Tratamento de afta vaginal/levedura,Afta vaginal/tratamiento de la candidiasis,Apply a few drops of suggested oils to the tip of a tampon and insert.,Aplique algumas gotas de óleos sugeridos na ponta de um absorvente interno e insira-o.,Aplique unas gotas de aceites sugeridos en la punta de un tampón e inserte.
198,2019-01-18 06:06:15,2019-02-08 11:49:28,Candida Rash,Erupções cutâneas da Cândida,Sarpullido por candidiasis,Blend suggested oils together in a 10 ml glass bottle and fill with carrier oil. Apply to areas where candida rash is expressing. Consider a candida detox for additional support,Misture os óleos sugeridos em um frasco de vidro de 10 ml e complete com óleo base. Aplique nas áreas em que surgiu erupção cutânea da cândida. Considere uma desintoxicação com cândida para mais auxilio.,Mezcle los aceites sugeridos en una botella de vidrio de 10 ml y rellene con el aceite portador. Aplique en las áreas donde se expresa la erupción de la cándida. Considere una desintoxicación de Candidiasis para un soporte adicional.
199,2019-01-18 06:13:37,2019-02-08 11:49:28,Candida Tampon Vaginal Suppository,Supositório vaginal tampão para Cândida,"Supositorio vaginal, tampón para la candidiasis","Combine 2 tbsp of a carrier oil (fractionated coconut oil or extra-virgin olive oil) with 10 drops clove or 9 drops lemongrass for a more intense treatment. For a more mild treatment, use 15 drops frankincense, melaleuca or myrrh. Dip tampon in oil mixture about half-way up from the insertion tip. Squeeze out excess oil and insert. Repeat nightly, and be sure to wear a panty liner.

NOTE - Up to four applications daily are appropriate. Alternate oils (four days of one, then four days of the other). This keeps pathogens from adapting. The stronger oils may sting intensely, especially during initial treatments, for about 15 minutes. The quantity of essential oils used can be reduced so as to reduce intensity. Use PB Assist®+ simultaneously.","Combine 2 colheres de sopa de um óleo base (óleo de coco fracionado ou azeite de oliva extra-virgem) com 10 gotas de cravo ou 9 gotas de capim-limão para um tratamento mais intenso. Para um tratamento mais leve, use 15 gotas de olíbano, melaleuca ou mirra. Mergulhe o absorvente interno na mistura de óleo até a metade da ponta de inserção. Esprema o excesso de óleo e insira-o. Repita toda noite e lembre-se de usar um absorvente. OBSERVAÇÃO - Até quatro aplicações ao dia são adequadas. Alterne entre óleos (um por quatro dias, depois outro por mais quatro dias). Isso impede que os patógenos se adaptem. Os óleos mais fortes podem arder intensamente, especialmente durante os tratamentos iniciais, por cerca de 15 minutos. A quantidade de óleos essenciais usados pode ser reduzida para reduzir a intensidade. Use o PB Assist®+ simultaneamente.","Combine 2 cucharadas de aceite portador (aceite de coco fraccionado o aceite de oliva extra virgen) con 10 gotas de clavo o 9 gotas de limoncillo para un tratamiento más intenso. Para un tratamiento más suave, utilice 15 gotas de incienso, melaleuca o mirra. Sumerja el tampón en la mezcla de aceite hasta la mitad de la punta de inserción. Escurra el exceso de aceite e insértelo. Repita todas las noches y asegúrese de usar un protector íntimo diario. NOTA: Solo se permiten hasta cuatro aplicaciones al día. Alterne los aceites (cuatro días de uno, luego cuatro días del otro). Esto evita que los patógenos se adapten. Los aceites más fuertes pueden picar intensamente, especialmente durante los primeros tratamientos, durante unos 15 minutos. La cantidad de aceites esenciales utilizados puede disminuirse para reducir la intensidad. Utilice PB Assist®+ simultáneamente."
200,2019-01-18 06:16:47,2019-02-08 11:49:28,Candida Bomb,Bomba de Cândida,Bomba contra la candidiasis,Place suggested oils in a capsule and take with meals twice a day for up to ten days. Add 1 drop of melissa or 4 drops On Guard® as needed for more chronic cases where conditions have lasted for long periods of time or are stubborn to resolve.,"Coloque os óleos sugeridos em uma cápsula e tome com refeições duas vezes ao dia por até dez dias. Adicione 1 gota de melissa ou 4 gotas de OnGuard®, conforme necessário, para casos mais crônicos em que as condições durem por períodos longos ou demorem a serem solucionados.",Coloque los aceites sugeridos en una cápsula y tome con las comidas dos veces al día durante un máximo de diez días. Agregue 1 gota de melissa o 4 gotas de On Guard® según sea necesario para casos más crónicos donde las condiciones han durado largos períodos de tiempo o son difíciles resolver.
201,2019-01-18 06:18:20,2019-02-08 11:49:28,Candida Douche,Ducha de Cândida,Ducha vaginal contra la candidiasis,Combine ingredients into squeeze bottle. Douche daily for three days a week.,Combine ingredientes em um borrifador. Lave diariamente três dias por semana.,Combine los ingredientes en una botella flexible. Duche todos los días durante tres días a la semana.
202,2019-01-18 06:39:12,2019-02-08 11:49:28,Allergy Power Trio,Trio do Poder de Alergia,Trío contra la alergia,Place suggested oils in 4-6 ounces of water and drink. Repeat every thirty minutes as needed for relief.,"Coloque os óleos sugeridos em 1120-180 ml de água e beba. Repita a cada trinta minutos, conforme necessário, para alívio.",Coloque los aceites sugeridos en en 4 a 6 onzas de agua y beba. Repita cada treinta minutos según sea necesario para el alivio.
203,2019-01-18 06:44:33,2019-02-19 23:14:42,Allergy Gargle,Gargarejo de Alergia,Gárgara contra la alergia,"Combine salt, warm water, and essential oil(s) of choice at least twice per day in a glass and gargle.","Combine sal, água quente e óleos essenciais de sua escolha pelo menos duas vezes ao dia em um copo e faça gargarejo.","Combine en un vaso la sal, el agua tibia y el aceite o los aceites esenciales de su elección al menos dos veces al día y haga gárgaras."
204,2019-01-18 06:49:58,2019-02-08 11:49:28,Cholesterol Fighter,Lutador de colesterol,Control del colesterol,Combine oils in a capsule two times per day.,Combine óleos em uma cápsula duas vezes ao dia.,Combine los aceites en una cápsula dos veces al día.
205,2019-01-18 06:52:06,2019-02-08 11:49:28,Circulation Mover,Movimentador de Circulação,Activador de circulación,"Apply any essential oils of choice; cover with a warm, moist towel to help drive oils into area and increase circulation.","Aplique quaisquer óleos essenciais de sua escolha, cubra com uma toalha quente e úmida para ajudar a direcionar os óleos na região e aumentar a circulação.",Aplique cualquier aceite esencial de su elección; cubra con una toalla húmeda y tibia para ayudar a transmitir los aceites al área y aumentar la circulación.
206,2019-01-18 06:53:22,2019-02-08 11:49:28,Promote Circulation and Oxygenation,Promover a circulação e oxigenação,Activador de circulación y oxigenación,Use twice per day on legs and feet.,Use duas vezes ao dia nas pernas e pés.,Utilice dos veces al día en las piernas y en los pies.
207,2019-01-18 06:54:16,2019-02-08 11:49:28,Varicose Vein Soother,Chupeta para úlcera varicosa,Aliviador de vena varicosa,Use a warm compress with oil on affected areas at least once per day.,Use uma compressa quente com óleo nas regiões afetadas ao menos uma vez ao dia.,Utilice una compresa tibia con aceite en las áreas afectadas al menos una vez al día.
208,2019-01-18 06:55:02,2019-02-08 11:49:28,Varicose Vein Repair,Reparação de úlcera varicosa,Reparador de vena varicosa,Apply oils to veins to encourage supporting tissue to emerge.,Aplique óleos nas veias para incentivar o tecido de suporte a aparecer.,Aplique los aceites en las venas para alentar que surja el tejido de soporte.
209,2019-01-18 06:57:31,2019-02-08 11:49:28,Aneurysm Support & Prevention,Apoio e prevenção de aneurismas,Ayuda y prevención contra el aneurisma,"Combine and apply to temples, heart and feet. Dilute as needed.","Combine e aplique nas têmporas, coração e pés. Dilua conforme necessário.","Combine y aplique en las sienes, el corazón y los pies. Diluya según sea necesario."
210,2019-01-18 07:01:58,2019-02-08 11:49:28,Hemorrhoid Support,Apoio para Hemorroidas,Refuerzo contra la hemorroides,Place oils in 2-ounce bottle with orifice reducer seal and mix. Fill remainder with fractionated coconut oil. Apply 10 drops of the mixture to affected areas at least twice per day and/or following a bowel movement. Keep a witch hazel bottle with 5 drops of lavender in it beside toilet area. Spray on the affected area and use with the last wipe when using the restroom. A spritzer may also be made and sprayed to affected area as needed.,"Coloque os óleos em um frasco de 60 ml com um lacre redutor de orifício e misture. Complete o restante com óleo de coco fracionado. Aplique 10 gotas da mistura nas regiões afetadas ao menos duas vezes por dia e/ou após movimento intestinal. Mantenha um frasco de hamamélis com 5 gotas de lavanda na área do banheiro. Borrife na região afetada e use com o lenço umedecido ao usar o banheiro. Um frasco spritzer também pode ser feito e borrifado na região afetada, conforme necessário.",Coloque los aceites en una botella de 2 onzas con reductor de orificio y mezcle. Rellene el resto con aceite de coco fraccionado. Aplique 10 gotas de la mezcla en las áreas afectadas al menos dos veces al día y / o después de un movimiento intestinal. Conserve una botella de agua de hamamelis que contenga 5 gotas de lavanda junto al inodoro. Rocíe sobre el área afectada y úselo con la última toallita cuando utilice el baño. También se puede hacer un rociador y rociar en el área afectada según sea necesario.
211,2019-01-18 07:01:59,2019-02-19 23:16:48,Clear the Air,Limpar o ar,Purificador de aire,"This remedy supports specific issues with snoring, respiratory or lungs. Add essential oils to a diffuser or cold-mist humidifier. Choose from any preferred essential oils or use any of the suggested combinations.

Blend 1 - 3 drops frankincense and 3 drops Breathe®. 

Blend 2 - 5-10 drops Breathe®. 

Blend 3 - 5 drops On Guard®. 

Blend 4 - 2 drops cardamom, 2 drops rosemary, and 2 drops lime.","Este remédio auxilia problemas específicos com ronco, respiratórios ou pulmões. Adicione óleos essenciais em um difusor ou umidificador com vapor frio. Escolha de quaisquer dos óleos essenciais preferidos ou use qualquer uma das combinações sugeridas. Misture 1 - 3 gotas de olíbano e 3 gotas de Breathe®. Mistura 2 - 5-10 gotas de Breathe®. Mistura 3 - 5 gotas de OnGuard®. Mistura 4 - 2 gotas de cardamomo, 2 gotas de alecrim e 2 gotas de limão.","Este remedio apoya los problemas específicos con los ronquidos, las vías respiratorias o los pulmones. Agregue los aceites esenciales a un difusor o humidificador de vapor frío. Elija entre los aceites esenciales preferidos o utilice cualquiera de las combinaciones sugeridas. Mezcla 1: 3 gotas de incienso y 3 gotas de Breathe®. Mezcla 2: 5 a 10 gotas de Breathe®. Mezcla 3: 5 gotas de On Guard®. Mezcla 4: 2 gotas de cardamomo, 2 gotas de romero y 2 gotas de lima."
212,2019-01-18 07:06:11,2019-02-08 11:49:28,High Blood Pressure Reliever,Aliviador de pressão alta,Aliviador de presión arterial alta,"Combine suggested oils in 10 ml roller bottle; fill remainder with fractionated coconut oil. Apply blend to bottoms of feet, wrists, and along breastbone. Massage over heart, cartid arteries, and/or back of neck as needed at least two times per day.","Combine os óleos sugeridos em um frasco roll-on de 10 ml; complete o restante com óleo de coco fracionado. Aplique a mistura na sola dos pés, nos pulsos e pelo esterno. Massageie sobre o coração, artérias carótidas e/ou na nuca, conforme necessário, pelo menos duas vezes ao dia.","Combine los aceites sugeridos en una botella roll-on de 10 ml; rellene el resto con aceite de coco fraccionado. Aplique la mezcla en las plantas de los pies, en las muñecas y a lo largo del esternón Masajee sobre el corazón, las arterias carótidas y / o la parte posterior del cuello según sea necesario al menos dos veces al día."
213,2019-01-18 07:11:45,2019-02-08 11:49:28,Raynaud's Disease Remedy,Solução para Doença de Raynaud,Remedio contra la enfermedad de Raynaud,"Combine suggested oils in a glass bottle with a dropper top. Drop 6-8 drops of oil blend into bath. Bathe twice daily (morning and evening). Water is best hot, yet comfortable. While in the bath, massage fingers and toes. After bath, apply blend over whole body except face. If possible, have blend massaged onto back.","Combine os óleos sugeridos em um frasco de vidro com uma tampa de pipeta. Coloque de 6-8 gotas da mistura de óleo na banheira. Tome banho de banheira duas vezes ao dia (manhã e noite). A água é melhor quente, mas em temperatura confortável. Enquanto estiver na banheira, massageie os dedos das mãos e pés. Após o banho, aplique a mistura sobre todo o corpo, exceto no rosto. Se possível, massageie a mistura nas costas.","Combine los aceites en una botella de vidrio con gotero. Coloque 6 a 8 gotas de la mezcla de aceite dentro de la bañera. Báñese dos veces al día (mañana y noche). El agua es mejor caliente, pero cómoda. Masajee los dedos de las manos y los pies mientras se encuentra en la bañera. Después del baño, aplique la mezcla sobre todo el cuerpo excepto en la cara. Si es posible, pida que alguien le masajee la mezcla en la espalda."
214,2019-01-18 15:28:35,2019-02-08 11:49:28,Cellular Health Program,Programa de saúde celular,Programa de salud celular,"Dietary changes are imperative. Research the best options. Add fruit and vegetable powder to smoothies or in water. Use any of the following nutritional supplements for basic and vital nutrient needs.
MicroPlex VMz - Take 2 capsules AM and PM with food.
Alpha CRS® - Take 2 capsules AM and PM with food (add as needed).
xEO Mega® - Take 2 capsules AM and PM with food.

Support healthy digestion and elimination with the following basics.
TerraZyme® - Take 1-2 capsules with meals.
PB Assist®+ - Take 2 capsules at bedtime (add as needed).
DigestZen® Blend - Use as needed for digestive/intestinal upset or sluggishness.

Use a citrus oil(s) daily to raise glutathione levels in the body. Choose citrus oil according to needs; add to drinking water or take in a capsule. 2-3 drops grapefruit, lemon, tangerine, and/or wild orange twice per day.

Engage in detoxification and natural chelation.
Remove toxins from diet/lifestyle; reduce exposure to chemicals and toxins.
Open channels of elimination.
Zendocrine® Complex - Take 1-2 capsules AM and PM with food.

Support the liver and rid body of heavy metal toxicity. Choose one of the following based on condition(s):
Recipe #1: Take 4 drops of Zendocrine® blend 2x per day.
Recipe #2: Use 2-3 drops each cilantro, geranium, grapefruit, and rosemary in a capsule 1x or 2x per day.
Recipe #3: Use 2 drops helichrysum and 2 drops Zendocrine® blend in a capsule twice per day.

Focus on cellular health, DNA repair, and promoting healthy apoptosis. Choose one or two of the following:
Use 4 drops of DDR Prime® blend on bottoms of feet 2x per day.
Use 2 DDR Prime® softgels as a supplement with meals 2-3x per day.
2 drops frankincense under tongue 2x daily (hold 30 seconds, swallow).
2 drops clove in a capsule each day with meals.
2-3 drops each clove, grapefruit, lavender, or DDR Prime® blend in capsule 2-3x per day.
Research and create own blend using oils that are specific to condition(s).

Heal and maintain a healthy emotional state.

Support a healthy immune system.
Use OnGuard® blend (refer to ""Immune & Lymphatic"").
Consider a candida detox program (refer to ""Candida"").

Manage pain by choosing from the following:
Use Deep Blue® Polyphenol Complex.
Refer to ""Pain & Inflammation,"" ""Muscular,"" ""Nervous,"" and ""Skeletal.""

Maintain energy levels with Mito2Max®. Refer to ""Energy & Vitality""

Use a specified topical application once or more per day:
Conduct the Basic Application Technique once daily.
Choose a topical application recipe or create one (refer to ""Optional Topical Application Recipes"").","Mudanças dietárias são essenciais. Pesquise as melhores opções. Adicione fruta e vegetais em pó em smoothies ou na água. Use quaisquer dos suplementos nutricionais a seguir para necessidades de nutrientes básicas e vitais. MicroPlex VMz - Tome 2 cápsulas de manhã e à noite com comida. Alpha CRS® - Tome 2  cápsulas de manhã e à noite com comida (adicione conforme necessário). xEO Mega® - Tome 2 cápsulas de manhã e à noite com comida. Auxilia na digestão saudável e na evacuação com os básicos seguintes. TerraZyme® - Tome 1-2 cápsulas com refeições. PB Assist®+ - Tome 2 cápsulas na hora de dormir (aumente se necessário). Mistura DigestZen® - Use conforme necessário para lentidão ou problema digestivo/intestinal. Use um óleo cítrico diariamente para aumentar os níveis de glutationa no corpo. Escolha o óleo cítrico de acordo com suas necessidades; adicione em água potável ou tome em uma cápsula. 2-3 gotas de toranja, limão, tangerina e/ou laranja silvestre duas vezes ao dia. Comece desintoxicação ou quelação natural. Remova toxinas da dieta/estilo de vida; reduza a exposição a produtos químicos e toxinas. Abra os canais de eliminação. Complexo Zendocrine® - Tome 1-2 cápsulas de manhã e à noite com comida. Auxilia o fígado e elimina toxicidade de metais pesados do corpo. Escolha um dos seguintes com base nas condições: Receita 1: tome 4 gotas da mistura Zendocrine® 2x ao dia. Receita 2: use 2-3 gotas de cada de coentro, gerânio, toranja e alecrim em uma cápsula 1x ou 2x ao dia. Receita 3: use 2 gotas de helichrysum e 2 gotas da mistura Zendocrine® em uma cápsula duas vezes ao dia. Foco na saúde celular, reparo de DNA e promove apoptose saudável. Escolhe um ou dois dos seguintes: use 4 gotas da mistura DDR Prime® na sola dos pés 2x ao dia. Use 2 cápsulas em gel de DDR Prime® como suplemento com refeições 2-3x ao dia. 2 gotas de olíbano sob a língua 2x ao dia (segure por 30 segundos e engula). 2 gotas de cravo em uma cápsula todo dia com refeições. 2-3 gotas de cada de cravo, toranja, lavanda ou da mistura DDR Prime® em cápsula de 2-3x ao dia. Pesquisa e crie sua própria mistura usando óleos que são específicos para determinada(s) condição(ões). Cure e mantenha um estado emocional saudável. Auxilia um sistema imune saudável. Use a mistura OnGuard® (consulte ""Sistema imune e linfático""). Considere um programa de desintoxicação de cândida (consulte ""Cândida""). Trate a dor escolhendo um dos seguintes: use o complexo polifenol Deep Blue®. Consulte ""Dor e inflamação"", ""Muscular"", ""Nervoso"" e ""Esquelético"". Mantenha os níveis de energia com Mito2Max®. Consulte ""Energia e vitalidade"" Use uma aplicação tópica especificada uma ou mais vezes ao dia; Realize a técnica de aplicação básica uma vez ao dia. Escolha uma receita de aplicação tópica ou crie uma (consulte ""Receitas de aplicação tópica opcional"").","Los cambios en la dieta son imperativos. Investigue las mejores opciones. Agregue el polvo de frutas y verduras a los licuados o en agua. Utilice cualquiera de los siguientes suplementos nutricionales para las necesidades básicas y vitales de nutrientes. MicroPlex VMz: Tome 2 cápsulas por la mañana y por la noche con la comida. Alpha CRS®: Tome 2 cápsulas por la mañana y por la noche con comida (agregue según sea necesario). xEO Mega®: Tome 2 cápsulas por la mañana y por la noche con la comida. Refuerce la digestión saludable y la eliminación con los siguientes conceptos básicos. TerraZyme®: Tome 1 a 2 cápsulas con las comidas. PB Assist®+: Tome 2 cápsulas a la hora de acostarse (agregue según sea necesario). DigestZen® Blend: Utilice según sea necesario para el malestar o lentitud digestiva o intestinal. Utilice un  aceite(s) cítrico(s) diariamente para aumentar los niveles de glutatión en el cuerpo. Elija el aceite cítrico de acuerdo a sus necesidades; agréguelo al agua potable o tómelo en una cápsula. 2 a 3 gotas de pomelo, limón, mandarina y / o naranja silvestre dos veces al día. Participe en la desintoxicación y la quelación natural. Elimine las toxinas de la dieta o de su estilo de vida; reduzca la exposición a sustancias químicas y toxinas. Abra los canales de eliminación. Complejo Zendocrine®: Tome 1 a 2 cápsulas por la mañana y por la noche con la comida. Refuerza el hígado y deshace la toxicidad de metales pesados en el cuerpo. Elija una de las siguientes basándose en su condición o condiciones: Receta #1: Tome 4 gotas de  la mezcla Zendocrine® 2 veces al día. Receta #2: Tome 2 a 3 gotas de cilantro, geranio, pomelo y romero en una cápsula 1 vez o 2 veces al día. Receta #3: Tome 2 gotas de helichrysum y 2 gotas de la mezcla Zendocrine® en una cápsula dos veces al día. Se enfoca en la salud celular, la reparación del ADN y la promoción de la apoptosis saludable. Elija una o dos de las siguientes opciones: Utilice 4 gotas de la mezcla DDR Prime® en las plantas de los pies 2 veces al día. Utilice 2 cápsulas de gel de DDR Prime® como un suplemento con las comidas 2 a 3 veces al día. 2 gotas de incienso debajo de la lengua 2 veces al día (retenga durante 30 segundos, trague). 2 gotas de clavo en una cápsula cada día con las comidas. 2 a 3 gotas de clavo, pomelo, lavanda o de la mezclaDDR Prime® en una cápsula 2 a 3 veces al día. Investigue y cree una mezcla propia utilizando aceites que sean específicos para las afecciones. Sana y mantiene un estado emocional saludable. Promueve un sistema inmunitario saludable. Utilice la mezcla OnGuard® (consulte la sección ""Sistema inmunitario y linfático""). Considere un programa de desintoxicación de Candidiasis (consulte la sección ""Candidiasis""). Controle el dolor eligiendo entre lo siguiente: Utilice el complejo polifenol Deep Blue®. Consulte la sección ""Dolor e inflamación"", ""Muscular"", ""Nervioso"" y ""Óseo"". Mantenga los niveles de energía con Mito2Max®. Consulte la sección ""Energía y vitalidad"" Utilice una aplicación tópica especificada una o más veces al día: Lleve a cabo la Técnica básica de aplicación una vez al día. Elija una receta de aplicación tópica o cree una (consulte la sección ""Recetas de aplicación tópicas opcionales"")."
215,2019-01-18 15:41:51,2019-02-08 11:49:28,Optional Topical Application Recipe for Breast,Receita de aplicação tópica opcional para Seios,Receta de aplicación tópica opcional para senos,"Blend frankincense, white fir, wild orange, and grapefruit with HD Clear®.  (If lymph gland is involved, add 2 drops lemongrass.) Place oils in 1-ounce glass bottle and fill remainder with high-quality aloe vera gel. Mix thoroughly. Apply blend to entire breast area and underarms (if area is affected). Use once or twice daily. Also apply to the spine once per day and bottoms of feet twice per day.","Misture olíbano, abeto branco, laranja silvestre e toranja com HD Clear®. (Se as glândulas linfáticas estiverem envolvidas, adicione 2 gotas de capim-limão). Coloque óleos em um frasco de vidro de 30 ml e complete o restante com gel aloe vera de alta qualidade. Misture bem. Aplique a mistura na região toda do peito e axilas (se a região foi afetada). Use uma ou duas vezes ao dia. Aplique também na coluna uma vez ao dia e na sola dos pés duas vezes ao dia.","Mezcle el incienso, el abeto blanco, la naranja silvestre y el pomelo con HD Clear®. (Si la glándula linfática está afectada, agregue 2 gotas de limoncillo.) Coloque los aceites en una botella de vidrio de 1 onza y rellene el resto con gel de aloe vera de buena calidad. Mezcle cuidadosamente. Aplique la mezcla en todo el área de los senos y las axilas (si el área se ve afectada). Utilice una o dos veces al día. También aplique una vez al día en la columna y dos veces al día en las plantas los pies."
216,2019-01-18 15:49:53,2019-02-08 11:49:28,Optional Topical Application Recipe for Lung,Receita de aplicação tópica opcional para Pulmão,Receta de aplicación tópica opcional para pulmones,Combine oils together in a glass bowl or container. Blends may be multiplied and stored in a glass bottle with a lid to create reserves for future applications. Apply blend to the affected area(s) once or twice daily. Also apply to spine once per day and bottoms of feet twice per day.,Reúna os óleos em uma vasilha de vidro ou em um recipiente. As misturas podem ser multiplicadas e armazenadas em um frasco de vidro com uma tampa para criar reservas para aplicações futuras. Aplique a mistura na(s) área(s) afetada(s) uma ou duas vezes por dia. Aplique também na coluna uma vez por dia e nas solas dos pés duas vezes por dia.,Combine los aceites en un tazón o recipiente de vidrio. Las mezclas pueden ser multiplicadas y almacenadas en botellas de vidrio con tapa para crear reservas para aplicaciones futuras. Aplique la mezcla al(las) área(s) afectada(s) una o dos veces al día. También aplique a la columna una vez al día y a las plantas de los pies dos veces al día.
