id,name,Spanish,Portuguese
609,"3/4 cup white sugar, brown sugar or sea salt","3/4 taza de azúcar blanca, azúcar morena o sal marina","3/4 de xícara de açúcar branco, açúcar mascavo ou sal marinho"
610,1/2 cup fractionated coconut oil,1/2 taza de aceite de coco fraccionado,1/2 xícara de óleo de coco fracionado
611,4 drops cassia essential oil,4 gotas de aceite esencial de casia,4 gotas de óleo essencial de cássia
612,4 drops clove essential oil,4 gotas de aceite esencial de clavo de olor,4 gotas de óleo essencial de cravo
613,4 drops ginger essential oil,4 gotas de aceite esencial de jengibre,4 gotas de óleo essencial de gengibre
614,Tube or dress sock or other fabric in the shape you desire,Tubo o calcetín u otra tela en la forma que desee,Tubo ou meia meia calça ou outro tecido na forma desejada
615,3 cups flaxseed or rice,3 tazas de linaza o arroz,3 xícaras de linhaça ou arroz
616,2 drops desired essential oil(s),2 gotas de los aceites esenciales que desee,2 gotas do óleo essencial desejado
617,1 cup flour,1 taza de harina,1 xícara de farinha
618,1/4 cup salt,1/4 taza de sal,1/4 xícara de sal
619,1 Tbsp cream of tarter,1 cda. de cremor tártaro,1 colher de sopa de cremor tártaro
620,1/2 cup warm water,1/2 taza de agua tibia,1/2 xícara de água morna
621,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
622,food coloring (optional),Colorante para alimentos (opcional),Corante alimentício (opcional)
623,glitter (optional),Brillos (opcional),glitter (opcional)
625,1 pound chicken sausage,1/2 kilo (1 libra) de salsa de pollo,1 libra de linguiça de frango
626,6 cups water,6 tazas de agua,6 xícaras de água
627,"2 medium onions, chopped",2 cebollas medianas picadas,2 cebolas médias picadas
628,"2 large carrots, sliced",2 zanahorias grandes cortadas en rodajas,"2 cenouras grandes, cortadas"
629,"2 sticks celery, diced",2 palitos de apio cortados en cubos,2 hastes de aipo em cubos
630,"28 oz can tomatoes, pureed","800 ml (28 onzas) de tomates en lata, en puré","28 onças de tomate enlatado, em purê"
631,2 cans 8 oz tomato sauce,2 latas de 230 ml (8 onzas) de salsa de tomate,2 latas de 8 onças de molho de tomate
632,6 tsp beef base,6 cdta. de base de carne,6 colheres de chá de base de carne
633,1 Tbsp parsley,1 cda. de perejil,1 colher de sopa de salsa
634,1 toothpick dip basil essential oil,1 inmersión de un palillo en aceite esencial de albahaca,1 pitada de óleo essencial de manjericão
635,1 toothpick dip oregano essential oil,1 inmersión de un palillo en aceite esencial de orégano,1 pitada de óleo essencial de orégano
636,1 toothpick dip black pepper essential oil,1 inmersión de un palillo en aceite esencial de pimienta negra,1 pitada de óleo essencial de pimenta preta
637,salt and pepper to taste,sal y pimienta a gusto,"sal e pimenta, a gosto"
638,"1 1/2 pound ground turkey, browned and drained","700 gramos (1 1/2 libra) de pavo molido, dorado y escurrido","1 1/2 libra de peru moído, dourado e escorrido"
639,1 cup 5 Star BBQ sauce,1 taza de salsa barbacoa 5 Star,1 xícara de molho barbecue de 5 Star
640,1/2 cup brown sugar,1/2 taza de azúcar morena,1/2 xícara de açúcar mascavo
641,"1/2 cup crispy bacon, crumbled",1/2 taza de tocino crujiente desmenuzado,"1/2 xícara de bacon crocante, esmigalhado"
642,"2 cans baked beans, drained",2 latas de frijoles horneados escurridos,"2 latas de feijão cozido, escorridas"
643,"2 cans pork & beans, drained",2 latas de cerdo y frijoles escurridos,"2 latas de porco e feijão, escorridos"
644,"1 can Northern beans, drained",1 lata de frijoles norteños escurridos,"1 lata de feijão do norte, escorrido"
645,"1 can kidney beans, drained",1 lata de frijoles escurridos,"1 lata de feijão, escorrido"
646,2 cups water,2 tazas de agua,2 xícaras de água
647,1 Tbsp liquid smoke,1 cda. de humo líquido,1 colher de sopa de fumaça líquida
648,1 Tbsp apple cider vinegar,1 cda. de vinagre de manzana,1 colher de sopa de vinagre de maçã
649,1 toothpick swirl black pepper essential oil,1 inmersión en espiral de un palillo en aceite esencial de pimienta negra,1 pitada de óleo essencial de pimenta preta
650,2 tsp lemon juice,2 cdta. de jugo de limón,2 colheres de chá de suco de limão
651,1 tsp distilled white vinegar,1 cdta. de vinagre blanco destilado,1 colher de chá de vinagre branco destilado
652,3 drops lime essential oil,3 gotas de aceite esencial de lima,3 gotas de óleo essencial de limão
653,"Hot chocolate, prepared",Chocolate caliente preparado,Chocolate quente preparado
654,"Choose one or more of these essential oils: peppermint, cinnamon, cassia, cardamom, orange, lemon, pepper (for a spicy kick)","Elegir uno o más de estos aceites esenciales: menta, canela, casia, cardamomo, naranja, limón, pimienta (para un toque picante)","Escolha um ou mais destes óleos essenciais: hortelã-pimenta, canela, cássia, cardamomo, laranja, limão siciliano, pimenta (para um toque apimentado)"
655,"Marshmallows, sprinkles, toffee bits, or candy canes for garnish","Malvaviscos, chispas, trocitos de caramelo o bastones de caramelo para decorar","Marshmallows, confeitos, pedaços de caramelo ou bastões de doces para decorar"
656,Hot water,Agua caliente,Água quente
657,Honey,Miel,Mel
658,10 drops wild orange essential oil,10 gotas de aceite esencial de naranja silvestre,10 gotas de óleo essencial de laranja lima
659,5 drops lemon essential oil,5 gotas de aceite esencial de limón,5 gotas de óleo essencial de limão siciliano
660,3 drops coriander essential oil,3 gotas de aceite esencial de coriandro,3 gotas de óleo essencial de coriandro
661,2 drops ginger essential oil,2 gotas de aceite esencial de jengibre,2 gotas de óleo essencial de gengibre
662,2 drops peppermint essential oil,2 gotas de aceite esencial de menta,2 gotas de óleo essencial de hortelã-pimenta
663,2 1/2 cups apple cider,2 1/2 tazas de sidra de manzana,2 1/2 xícaras de cidra de maçã
664,3/4 cups cranberry juice,3/4 tazas de jugo de arándano,3/4 de xícara de suco de cranberry
665,3 drops wild orange essential oil,3 gotas de aceite esencial de naranja silvestre,3 gotas de óleo essencial de laranja lima
666,1 drop lemon essential oil,1 gota de aceite esencial de limón,1 gota de óleo essencial de limão siciliano
667,"2 toothpicks clove essential oil, swirled","2 inmersiones de un palillo de aceite esencial de clavo de olor, en espiral","2 pitadas de óleo essencial de cravo, mexa"
668,"2 toothpicks cinnamon essential oil, swirled","2 inmersiones de un palillo de aceite esencial de canela, en espiral","2 pitadas de óleo essencial de canela, mexa"
669,1 toothpick ginger essential oil (dip in and remove),1 inmersión de un palillo de aceite esencial de jengibre (sumergir y retirar),1 pitada de óleo essencial de gengibre
670,Prepared lemonade of choice (8 oz per person),Limonada preparada a elección (230 ml [8 onzas] por persona),Limonada preparada de sua escolha (8 onças por pessoa)
671,"Various fresh fruits like raspberries, strawberries, lemons, and limes","Varias frutas frescas como frambuesas, fresas, limones y limas","Várias frutas frescas, como framboesas, morangos, limões sicilianos e limão"
672,Toothpicks for flavoring with oils,Mondadientes para aromatizar con aceites,Palitos de dente para aromatizar com óleos
674,"Choose one or more of these essential oils: basil essential oil, 1 toothpick dip or to taste (great with raspberry lemonade)","Elegir uno o más de estos aceites esenciales: aceite esencial de albahaca, 1 inmersión de un palillo o a gusto (excelente con limonada de frambuesa)","Escolha um ou mais destes óleos essenciais: óleo essencial de manjericão, 1 pitada ou a gosto (ótimo com limonada de framboesa)"
675,"Choose one or more of these essential oils: lavender essential oil, 1 toothpick swirl or to taste","Elegir uno o más de estos aceites esenciales: aceite esencial de lavanda, 1 inmersión en espiral de un palillo o a gusto","Escolha um ou mais destes óleos essenciais: óleo essencial de lavanda, 1 pitada ou a gosto"
676,"Choose one or more of these essential oils: geranium essential oil, 1 toothpick swirl or to taste","Elegir uno o más de estos aceites esenciales: aceite esencial de geranio, 1 inmersión en espiral de un palillo o a gusto","Escolha um ou mais destes óleos essenciais: óleo essencial de gerânio, 1 pitada ou a gosto"
677,"Choose one or more of these essential oils: ginger essential oil, 1 toothpick swirl or to taste","Elegir uno o más de estos aceites esenciales: aceite esencial de jengibre, 1 inmersión en espiral de un palillo o a gusto","Escolha um ou mais destes óleos essenciais: óleo essencial de gengibre, 1 pitada ou a gosto"
678,"Choose one or more of these essential oils: grapefruit essential oil, 3-4 toothpick swirls or to taste","Elegir uno o más de estos aceites esenciales: aceite esencial de pomelo, 3-4 inmersiones en espiral de un palillo o a gusto","Escolha um ou mais destes óleos essenciais: óleo essencial de toranja, 3-4 pitadas ou a gosto"
679,"Choose one or more of these essential oils: lime essential oil, 2-3 toothpick swirls or to taste","Elegir uno o más de estos aceites esenciales: aceite esencial de lima, 2-3 inmersiones en espiral de un palillo o a gusto","Escolha um ou mais destes óleos essenciais: óleo essencial de limão, 2 a 3 pitadas ou a gosto"
680,8 oz almond milk (or milk of your choice),230 ml (8 onzas) de leche de almendras (o la leche que desee),8 onças de leite de amêndoa (ou leite de sua escolha)
681,3 scoops protein shake mix,3 cucharadas de mezcla de batido de proteínas,3 colheres de mistura de shake de proteína
682,1-2 cups fresh or frozen berries,1-2 tazas de bayas frescas o congeladas,1-2 xícaras de frutas frescas ou congeladas
683,"2 scoops powdered greens mix or 1 large handful of fresh, washed spinach",2 cucharadas de mezcla de verduras en polvo o 1 puñado grande de espinacas frescas y lavadas,2 colheres de mix de verduras em pó ou 1 punhado grande de espinafre fresco e lavado
684,2 drops ginger essential oil,2 gotas de aceite esencial de jengibre,2 gotas de óleo essencial de gengibre
685,2 drops grapefruit essential oil,2 gotas de aceite esencial de pomelo,2 gotas de óleo essencial de toranja
686,Stainless steel or glass water bottle,Botella de agua de acero inoxidable o vidrio.,Garrafa de água de aço inoxidável ou vidro
687,10 drops grapefruit essential oil,10 gotas de aceite esencial de pomelo,10 gotas de óleo essencial de toranja
688,2 drops cassia essential oil,2 gotas de aceite esencial de casia,2 gotas de óleo essencial de cássia
689,Chilled filtered water,Agua fría filtrada,Água filtrada resfriada
690,1-2 drops lemon essential oil,1-2 gotas de aceite esencial de limón,1-2 gotas de óleo essencial de limão siciliano
691,1-2 drops wild orange essential oil,1-2 gotas de aceite esencial de naranja silvestre,1-2 gotas de óleo essencial de laranja lima
692,Toothpick dip of lavender essential oil,1 inmersión de un palillo en aceite esencial de lavanda,Pitada de óleo essencial de lavanda
693,2 cups rolled oats,2 tazas de copos de avena,2 xícaras de aveia em flocos
694,1/2 cup brown sugar or raw coconut sugar,1/2 taza de azúcar morena o azúcar de coco en bruto,1/2 xícara de açúcar mascavo ou açúcar de coco cru
695,1 1/4 tsp baking powder,1 1/4 cdta. de polvo de hornear,1 1/4 de colher de chá de fermento em pó
696,Dash of salt,Pizca de sal,Pitada de sal
697,2 cups milk,2 tazas de leche,2 xícaras de leite
698,1 drop cinnamon essential oil,1 gota de aceite esencial de canela,1 gota de óleo essencial de canela
699,1 large egg,1 huevo grande,1 ovo grande
700,4 tbsp melted butter,4 cda. de mantequilla derretida,4 colheres de sopa de manteiga derretida
701,2 tsp vanilla extract,2 cdta. de extracto de vainilla,2 colheres de chá de extrato de baunilha
702,"Honey or stevia, as desired","Miel o estevia, según se desee.","Mel ou estévia, conforme desejado"
703,Cinnamon essential oil,Aceite esencial de canela,Óleo essencial de canela
704,Cassia essential oil,Aceite esencial de casia,Óleo essencial de cássia
705,Cardamom essential oil,Aceite esencial de cardamomo,Óleo essencial de cardamomo
706,OnGuard essential oil,Aceite esencial OnGuard,Óleo essencial OnGuard
707,Almond milk (or your choice of milk),Leche de almendras (o la leche que desee),Leite de amêndoa (ou leite de sua escolha)
708,3 1/4 cups rolled oats,3 1/4 tazas de copos de avena,3 1/4 xícaras de aveia em flocos
709,4 tbsp light brown sugar,4 cda. de azúcar morena clara,4 colheres de sopa de açúcar mascavo claro
710,1/4 tsp kosher or sea salt,1/4 cdta. de sal kósher o marina,1/4 colher de chá de kosher ou sal marinho
711,1/2 tsp nutmeg,1/2 cdta. de nuez moscada,1/2 colher de chá de noz-moscada
712,1/2 cup honey,1/2 taza de miel,1/2 xícara de mel
713,1/4 cup vegetable oil,1/4 taza de aceite vegetal,1/4 de xícara de óleo vegetal
714,2-3 drops cinnamon or cassia essential oil (to taste),2-3 gotas de aceite esencial de canela o casia (a gusto),2-3 gotas de óleo essencial de canela ou cássia (a gosto)
715,1 tsp vanilla,1 cdta. de vainilla,1 colher de baunilha
716,"1 - 1 1/3 cups combined dried fruit, seeds, or chopped nuts (raw or toasted) to your liking","1 - 1 1/3 tazas combinadas de frutas secas, semillas o nueces picadas (crudas o tostadas) a gusto",1 - 1 1/3 de xícara de frutas secas misturadas com sementes ou nozes picadas (cruas ou torradas) ao seu gosto
717,1 bottle agave (approx. 18 oz),1 botella de agave (aprox. 500 ml [18 onzas]),1 garrafa de agave (aprox. 18 onças)
718,1/2 tsp maple extract,1/2 cdta. de extracto de arce,1/2 colher de chá de extrato de bordo
719,1/4 tsp vanilla extract,1/4 cdta. de extracto de vainilla,1/4 colher de chá de extrato de baunilha
720,1 drop OnGuard blend essential oil (for spicier syrup),1 gota de aceite esencial de mezcla OnGuard (para lograr un jarabe más picante),1 gota de óleo essencial OnGuard blend (para uma calda mais picante)
721,Desired cake recipe,Receta del pastel que desee,Receita de bolo desejada
722,Jelly roll pan,Bandeja para arrollado,Bandeja de gelatina
723,Non-stick spray,Espray antiadherente,Spray antiaderente
724,Parchment paper,Papel manteca,Papel manteiga
725,1 quart vanilla ice cream,1 cuarto de helado de vainilla,1 quarto de galão de sorvete de baunilha
726,Desired essential oil flavors,Sabores de aceites esenciales que desee,Essências desejada de óleos essenciais
727,"5 cups apple slices, peeled",5 tazas de rodajas de manzana peladas,"5 xícaras de fatias de maçã, descascadas"
728,1/4 cup water,1/4 taza de agua,1/4 xícara de água
729,3/4 cup brown sugar,3/4 taza de azúcar morena,3/4 xícara de açúcar mascavo
730,1/4 cup flour,1/4 taza de harina,1/4 xícara de farinha
731,2 tbsp granulated sugar,2 cda. de azúcar granulada,2 colheres de sopa de açúcar cristal
732,3 tbsp butter,3 cda. de mantequilla,3 colheres de sopa de manteiga
733,1 tsp vanilla,1 cdta. de vainilla,1 colher de baunilha
734,3/4 tsp salt,3/4 cdta. de sal,3/4 colher de chá de sal
735,1/2 tsp ground cinnamon,1/2 cdta. de canela molida,1/2 colher de chá de canela em pó
736,1/4 - 1/2 tsp nutmeg,1/4 - 1/2 cdta. de nuez moscada,1/4 - 1/2 colher de chá de noz-moscada
737,2 toothpick dips lemon essential oil,2 inmersiones de un palillo en aceite esencial de limón,2 pitadas de óleo essencial de limão siciliano
738,1 toothpick dip cinnamon essential oil,1 inmersión de un palillo en aceite esencial de canela,1 pitada de óleo essencial de canela
739,1 toothpick dip clove essential oil,1 inmersión de un palillo en aceite esencial de clavo de olor,1 pitada de óleo essencial de cravo
740,1 toothpick dip ginger essential oil,1 inmersión de un palillo en aceite esencial de jengibre,1 pitada de óleo essencial de gengibre
741,6 frozen strawberries,6 fresas congeladas,6 morangos congelados
742,1 1/2 tbsp water,1 1/2 cda. de agua,1 1/2 colher de sopa de água
743,"2 toothpicks basil essential oil, swirled, to taste","2 inmersiones de un palillo de aceite esencial de albahaca, en espiral, a gusto","2 pitadas de óleo essencial de manjericão, a gosto"
744,"1 toothpick dip of liquid stevia to sweeten, or more to taste","1 inmersión de un palillo en estevia líquida para endulzar, o más a gusto","1 pitada de estévia líquida para adoçar ou mais, a gosto"
745,Pinch of salt,Pizca de sal,Pitada de sal
746,"1 1/2 - 2 heads red or green cabbage, shredded",1 1/2 - 2 cabezas de repollo rojo o verde rallado,"1 1/2 - 2 cabeças de repolho verde ou roxo, desfiado"
747,"1 - 1 1/2 apples, peeled, cored, and coarsely chopped","1 - 1 1/2 manzanas peladas, sin corazón y picadas en trozos grandes","1 - 1 1/2 maçã, descascada, sem caroço e picada grosseiramente"
748,1 tbsp caraway seeds,1 cda. de semillas de comino,1 colher de sopa de sementes de cominho
749,"1 1/2 tbsp juniper berries, crushed",1 1/2 cucharadas de bayas de enebro trituradas,"1 1/2 colher de sopa de bagas de zimbro, esmagadas"
750,1 tbsp salt per pound of cabbage,1 cucharada de sal por cada medio kilo (1 libra) de repollo,1 colher de sopa de sal por quilo de repolho
751,Oregano essential oil (to taste),Aceite esencial de orégano (a gusto),Óleo essencial de orégano (a gosto)
752,Basil essential oil (to taste),Aceite esencial de albahaca (a gusto),Óleo essencial de manjericão (a gosto)
753,Rosemary essential oil (to taste),Aceite esencial de romero (a gusto),Óleo essencial de alecrim (a gosto)
754,"1 London broil roast, pierced all over with a fork to absorb marinade","1 London broil asado, pinchado con un tenedor para que absorba la marinada","1 carne assada, trespassado com um garfo para absorver a marinada"
755,"1 tbsp white vinegar, sprinkled over roast and rubbed in to tenderize","1 cucharada de vinagre blanco, rociada sobre el asado y frotada para ablandar","1 colher de sopa de vinagre branco, polvilhado sobre assado e esfregado para amaciar"
756,1 cup red wine vinegar,1 taza de vinagre de vino tinto,1 xícara de vinagre de vinho tinto
757,1/2 cup olive oil,1/2 taza de aceite de oliva,1/3 xícara de azeite
758,1 1/2 tbsp minced onion,1 1/2 cda de cebolla picada,1 1/2 colher de sopa de cebola picada
759,2 tsp ground black pepper,2 cdta. de pimienta negra molida,2 colheres de chá de pimenta preta moída
760,1 drop black pepper essential oil,1 gota de aceite esencial de pimienta negra,1 gota de óleo essencial de pimenta preta
761,1 drop lemon essential oil,1 gota de aceite esencial de limón,1 gota de óleo essencial de limão siciliano
762,1 toothpick dip thyme essential oil,1 inmersión de un palillo en aceite esencial de tomillo,1 pitada de óleo essencial de tomilho
763,1 toothpick dip marjoram essential oil,1 inmersión de un palillo en aceite esencial de mejorana,1 pitada de óleo essencial de manjerona
764,3/4 cup mayonnaise (or vegan substitute),3/4 taza de mayonesa (o sustituto vegano),3/4 xícara de maionese (ou substituto vegano)
765,2/3 cup grated parmesan cheese,2/3 taza de queso parmesano rallado,2/3 xícara de queijo parmesão ralado
766,4-5 drops lemon essential oil,4-5 gotas de aceite esencial de limón,4-5 gotas de óleo essencial de limão siciliano
767,"2 lemons, thinly sliced",2 limones cortados en rodajas finas,2 limões em fatias finas
768,Sliced fresh parsley,Perejil fresco picado,Salsa fresca fatiada
769,Lime essential oil (to taste),Aceite esencial de lima (a gusto),Óleo essencial de limão (a gosto)
770,Toothpick dip cilantro essential oil (or to taste),Inmersión de un palillo en aceite de cilantro (o a gusto),1 pitada de óleo essencial de coentro (ou a gosto)
771,Toothpick dip black pepper essential oil (or to taste),Inmersión de un palillo en aceite de pimienta negra (o a gusto),Pitada de óleo essencial de pimenta preta (ou a gosto)
772,1 toothpick dip black pepper essential oil (or to taste),1 inmersión de un palillo en aceite esencial de pimienta negra (o a gusto),1 pitada de óleo essencial de pimenta preta (ou a gosto)
773,1 toothpick dip basil essential oil (or to taste),1 inmersión de un palillo en aceite de albahaca (o a gusto),1 pitada de óleo essencial de manjericão (ou a gosto)
774,1 toothpick dip lemon essential oil (or to taste),1 inmersión de un palillo en aceite esencial de limón (o a gusto),1 pitada de óleo essencial de limão siciliano (ou a gosto)
775,2 tbsp cane sugar coarse,2 cda. de azúcar de caña gruesa,2 colheres de sopa de cana de açúcar grossa
776,1 drop cinnamon essential oil,1 gota de aceite esencial de canela,1 gota de óleo essencial de canela
777,1 drop cardamom essential oil,1 gota de aceite esencial de cardamomo,1 gota de óleo essencial de cardamomo
778,1 drop black pepper essential oil,1 gota de aceite esencial de pimienta negra,1 gota de óleo essencial de pimenta preta
779,1 drop wild orange essential oil,1 gota de aceite esencial de naranja silvestre,1 gota de óleo essencial de laranja lima
780,1 drop clove essential oil,1 gota de aceite esencial de clavo de olor,1 gota de óleo essencial de cravo
781,2 tbsp sea salt,2 cda. de sal marina,2 colheres de sopa de sal marinho
782,2 drops ginger essential oil,2 gotas de aceite esencial de jengibre,2 gotas de óleo essencial de gengibre
783,2 drops lemongrass essential oil,2 gotas de aceite esencial de lemongrass,2 gotas de óleo essencial de capim limão
784,1 drop basil essential oil,1 gota de aceite esencial de albahaca,1 gota de óleo essencial de manjericão
785,1/3 cup soy sauce,1/3 taza de salsa de soja,1/3 xícara de shoyu
786,1 can pineapple chunks with juice (no sugar added),1 lata de trozos de piña con jugo (sin azúcar agregada),1 lata de pedaços de abacaxi em calda (sem adição de açúcar)
787,2 tsp sesame oil,2 cdta. de aceite de sésamo,2 colheres de chá de óleo de gergelim
788,2 tsp peanut oil,2 cdta. de aceite de maní,2 colheres de chá de óleo de amendoim
789,"2 red bell peppers, sliced","2 pimientos rojos, en rodajas",2 pimentões vermelhos fatiados
790,1 cup sliced squash,1 taza de calabaza en rodajas,1 xícara de abóbora em fatias
791,1 cup bok choy sliced in small pieces,1 taza de bok choy cortado en trozos pequeños,1 xícara de couve chinesa cortada em pedaços pequenos
792,1/2 cup snow peas,1/2 taza de arvejas,1/2 xícara de ervilhas
793,"1 carrot, sliced thin",1 zanahoria en rodajas finas,"1 cenoura, em fatias finas"
794,1 bunch green onions,1 manojo de cebollas de verdeo,1 maço de cebolinha
795,1 drop ginger essential oil,1 gota de aceite esencial de jengibre,1 gota de óleo essencial de gengibre
796,1 toothpick dip lemongrass essential oil,1 inmersión de un palillo en aceite esencial de lemongrass,1 pitada de óleo essencial de capim limão
797,1 tbsp + 2 tsp olive oil,1 cda. + 2 cdta. de aceite de oliva,1 colher de sopa + 2 colheres de chá de azeite
798,2 1/2 tbsp finely chopped shallots,2 1/2 cda. de chalotas finamente picadas,2 1/2 colheres de sopa de cebolinha picada
799,1/4 tsp sea salt,1/4 cdta. de sal marina,1/4 colher de chá de sal
800,1 toothpick dip thyme essential oil,1 inmersión de un palillo en aceite esencial de tomillo,1 pitada de óleo essencial de tomilho
801,1 toothpick dip black pepper essential oil,1 inmersión de un palillo en aceite esencial de pimienta negra,1 pitada de óleo essencial de pimenta preta
802,Shake of ground pepper,Toque de pimienta molida,Punhado de pimenta moída
803,2 lbs baby carrots,1 kilo (2 libras) de zanahorias baby,2 libras de cenouras baby
804,Sweet & Spicy Yogurt Topping (see recipe),Aderezo de yogur dulce y picante (ver receta),Cobertura de iogurte doce e picante (ver receita)
805,12-16 asparagus spears,12-16 tallos de espárragos,12-16 hastes de espargos
806,2 1/2 tbsp olive oil,2 1/2 cda. de aceite de oliva,2 1/2 colheres de sopa de azeite
807,1 toothpick dip or swirl (to taste) lemon essential oil,1 inmersión de un palillo o inmersión en espiral (a gusto) en aceite esencial de limón,1 pitada (a gosto) de óleo essencial de limão siciliano
808,Salt and pepper to taste,sal y pimienta a gusto,"sal e pimenta, a gosto"
809,2 tbsp shredded Parmigiano-Reggiano cheese,2 cda. de queso rallado Parmigiano-Reggiano,2 colheres de sopa de queijo Parmigiano Reggiano ralado
810,2/3 cup plain yogurt,2/3 taza de yogur natural,2/3 de xícara de iogurte natural
811,2-3 tsp olive oil,2-3 cdta. de aceite de oliva,2-3 colheres de chá de azeite
812,1 tsp honey,1 cdta. de miel,1 colher de chá de mel
813,Dash of ground red pepper,Pizca de pimienta molida,Pitada de pimenta vermelha moída
814,Sea salt to taste,Sal marina a gusto,Sal a gosto
815,2 1/2 cups spinach,2 1/2 tazas de espinacas,2 1/2 xícaras de espinafre
816,"1 mango, peeled and pit removed","1 mango, pelado y sin carozo","1 manga, descascada e sem caroço"
817,2/3 cup vanilla almond milk,2/3 taza de leche de vainilla y almendras,2/3 de xícara de leite de amêndoa com baunilha
818,2-3 drops wild orange essential oil,2-3 gotas de aceite esencial de naranja silvestre,2-3 gotas de óleo essencial de laranja
819,1 toothpick swirled ginger essential oil (optional),1 inmersión en espiral de un palillo en aceite esencial de jengibre (opcional),1 pitada de óleo essencial de gengibre
820,1 1/4 cups ice,1 1/4 tazas de hielo,1 1/4 xícaras de gelo
821,2 cups spinach,2 tazas de espinaca,2 xícaras de espinafre
822,1 cup frozen berries,1 taza de bayas congeladas,1 xícara de frutas vermelhas congeladas
823,1 banana,1 plátano,1 banana
824,2/3 cup orange juice,2/3 taza de jugo de naranja,2/3 xícara de suco de laranja
825,2/3 cup vanilla almond milk,2/3 taza de leche de vainilla y almendras,2/3 de xícara de leite de amêndoa com baunilha
826,1-2 drops lemon essential oil,1-2 gotas de aceite esencial de limón,1-2 gotas de óleo essencial de limão siciliano
827,1 1/2 cups ice,1 1/2 tazas de hielo,1 1/2 xícaras de gelo
828,2 cups apple juice,2 tazas de jugo de manzana,2 xícaras de suco de maçã
829,1 cup spinach,1 taza de espinaca,1 xícara de espinafre
830,1 cup kale,1 taza de col rizada,1 xícara de couve
832,1 toothpick dip lime essential oil,1 inmersión de un palillo en aceite esencial de lima,1 pitada de óleo essencial de limão
833,1/2 avocado,1/2 aguacate,1/2 abacate
834,1 cup ice,1 taza de hielo,1 xícara de gelo
835,Roasted almonds,Almendras tostadas,Amêndoas torradas
836,Zip-lock bag or Tupperware container,Bolsa Zip-lock o contenedor Tupperware,Saco Zip-lock ou recipiente Tupperware
837,"Essential oil of choice (OnGuard, Cassia, Cinnamon, Black Pepper, Lime)","Aceite esencial a elección (OnGuard, casia, canela, pimienta negra, lima)","Óleo essencial de escolha (OnGuard, Cassia, Canela, Pimenta Preta, Limão)"
838,Dried cranberries,Arándanos secos,Cranberries secas
839,Zip-lock bag or Tupperware container,Bolsa Zip-lock o contenedor Tupperware,Saco Zip-lock ou recipiente Tupperware
840,1-2 drops wild orange essential oil,1-2 gotas de aceite esencial de naranja silvestre,1-2 gotas de óleo essencial de laranja lima
841,4-6 drops OnGuard blend essential oil,4-6 gotas de aceite esencial de mezcla OnGuard,4-6 gotas de mix de óleo essencial OnGuard
842,Water,agua,água
843,"2-5 apples, sliced","2-5 manzanas, en rodajas",2-5 maçãs em fatias
844,2 oz glass spritzer bottle,Botella de vidrio de refresco de 60 ml (2 onzas),Garrafa de vidro de 2 onças de água com gás
845,60 drops lime essential oil,60 gotas de aceite esencial de lima,60 gotas de óleo essencial de limão
846,Water,agua,água
847,Chocolate-coated raisins,Pasas bañadas en chocolate,Passas cobertas de chocolate
848,Zip-lock bag or Tupperware container,Bolsa Zip-lock o contenedor Tupperware,Saco Zip-lock ou recipiente Tupperware
849,1-2 drops wild orange essential oil,1-2 gotas de aceite esencial de naranja silvestre,1-2 gotas de óleo essencial de laranja lima
850,1/2 cup white wine vinegar,1/2 taza de vinagre de vino blanco,1/2 xícara de vinagre de vinho branco
851,6 drops of lemon essential oil,6 gotas de aceite esencial de limón,6 gotas de óleo essencial de limão siciliano
852,Flaxseed or rice,Linaza o arroz,Linhaça ou arroz
853,2-3 tablespoons caraway seeds,2-3 cucharadas de semillas de comino,2-3 colheres de sopa de sementes de cominho
854,2 drops dill essential oil,#N/A,#N/A
855,"2 Granny Smith apples, cored and shredded",#N/A,#N/A
856,1/4 cup very thinly sliced red onion,#N/A,#N/A
857,1 tablespoon salt per pound of cabbage,#N/A,#N/A
858,5 whole peppercorns or 2 drops black pepper,#N/A,#N/A
859,2 drops clove,#N/A,#N/A
860,1 drop cardamom,#N/A,#N/A
861,1/4 teaspoon coriander seeds,#N/A,#N/A
862,1/8 teaspoon cinnamon,#N/A,#N/A
890,6 drop Siberian Fir,#N/A,#N/A
891,2 drop Sandalwood,#N/A,#N/A
892,5 drop Rosemary,#N/A,#N/A
893,5 drop Patchouli,#N/A,#N/A
894,5 drop Manuka,#N/A,#N/A
895,3 drop Eucalyptus,#N/A,#N/A
896,2 drop Cinnamon,#N/A,#N/A
897,5 drop Cedarwood,#N/A,#N/A
898,5 drop Melaleuca,#N/A,#N/A
899,2 drop Clove,#N/A,#N/A
900,5 drop On Guard®,#N/A,#N/A
901,5 drop Peppermint,#N/A,#N/A
902,1 tsp Salt,#N/A,#N/A
903,2 cup Water,#N/A,#N/A
904,15 drop On Guard®,#N/A,#N/A
905,1 tsp Vitamin E oil,#N/A,#N/A
906,2 tbsp Castile soap,#N/A,#N/A
907,180 ml Water,#N/A,#N/A
908,14 drop Witch Hazel,#N/A,#N/A
909,3 tbsp Castile Soap,#N/A,#N/A
910,7 drop Lavender,#N/A,#N/A
911,7 drop Frankincense,#N/A,#N/A
912,10 drop Deep Blue®,#N/A,#N/A
