id,created_at,updated_at,name,Spanish,Portuguese,image_url,color,short_description,Spanish description,Portuguese description,is_featured,sort_order,ailment_type
344,2018-08-23 15:54:34,2018-12-19 12:37:31,Ingrown Toenail,Uña encarnada,Unha encravada,http://placehold.it/200,,Abnormal growth of a toenail with one edge growing deeply into the nail groove and surrounding tissues.,Crecimiento anormal de la uña de un dedo en el que uno de sus bordes crece penetrando el surco limitante y los tejidos que la rodean.,Crescimento anormal de uma unha com uma borda crescendo profundamente no sulco da unha e tecidos adjacentes.,0,0,0
345,2018-08-23 15:54:34,2018-12-19 12:37:31,"Injury (muscle, bone, connective tissue, bruising (skin))","Lesión [del músculo, del tejido conectivo o hematoma (dérmica)].","Lesão (músculo, osso, tecido conjuntivo, nódoas negras (pele))",http://placehold.it/200,,"Harm or damage caused to the body, specifically to the muscles, bones, or other connective tissue.","Daño o lesión causado al organismo, particularmente a los músculos, huesos o, a cualquier tipo de tejido conectivo diferente.","Ferimentos ou danos causados ao corpo, especificamente aos músculos, ossos ou outro tecido conjuntivo.",0,0,0
346,2018-08-23 15:54:34,2018-12-19 12:37:31,Insect Bites,Picaduras de insectos,Picadas de inseto,http://placehold.it/200,,"An adverse response to a bite or sting of an insect such as bees, wasps, hornets, ticks, mosquitoes, or ants.","Respuesta adversa a la mordedura o picadura de un insecto semejante a las abejas, avispas, avispones, garrapatas, mosquitos u hormigas.","Uma resposta adversa a uma mordida ou picada de um inseto, como abelhas, vespas, vespas, carrapatos, mosquitos ou formigas.",0,0,0
347,2018-08-23 15:54:34,2019-06-12 09:14:03,Insect Repellent,Repelente de insectos,Repelente de insetos,http://placehold.it/200,,A substance applied to clothing or skin which discourages insects from landing or climbing on that surface.,Sustancia que se aplica al ropaje o a la piel para evitar que los insectos se posen o trepen en tales superficies.,Substância aplicada em roupas ou pele que desencoraja os insetos a pousar ou subir naquela superfície.,0,0,0
348,2018-08-23 15:54:34,2019-07-11 21:52:11,Insomnia,Insomnio,Insônia,http://placehold.it/200,,The inability to access a satisfactory amount or quality of sleep.,La imposibilidad de acceder a una cantidad o calidad de sueño satisfactoria.,A incapacidade de acessar uma quantidade ou qualidade satisfatórias de sono.,0,0,0
349,2018-08-23 15:54:34,2018-12-19 12:37:31,Insulin Imbalances,Desequilibrios de insulina,Desequilíbrios de insulina,http://placehold.it/200,,Irregular levels of insulin produced by the pancreas to help the body use sugar (glucose) for storing energy.,"Niveles irregulares de insulina producida por el páncreas, para ayudar al organismo en la digestión del azúcar (glucosa) tendiente al almacenamiento de energía.",Níveis irregulares de insulina produzidos pelo pâncreas para ajudar o corpo a usar açúcar (glicose) para armazenar energia.,0,0,0
350,2018-08-23 15:54:34,2018-12-19 12:37:31,Insulin Resistance,Resistencia a la insulina,Resistência a insulina,http://placehold.it/200,,A physiological condition in which cells fail to respond to the normal actions of the hormone insulin.,Una afección fisiológica en la que las células no responden a las acciones normales de la hormona insulina.,Condição fisiológica na qual as células não respondem às ações normais do hormônio insulina.,0,0,0
351,2018-08-23 15:54:34,2018-12-19 12:37:31,Iris Inflammation,Inflamación del iris,Irite,http://placehold.it/200,,Inflammation of the iris caused by eye trauma. (Do not put oil directly in eye.),Inflamación del iris causado por algún trauma ocular. (No aplique directamente en el ojo.),Inflamação da íris causada por trauma ocular. (Não coloque óleo diretamente nos olhos.),0,0,0
352,2018-08-23 15:54:34,2018-12-19 12:37:31,Irritable Bowel Syndrome,Síndrome del intestino irritable,Síndrome do intestino irritável,http://placehold.it/200,,"An intestinal disorder causing pain in the belly, gas, diarrhea, and constipation.","Trastorno intestinal que provoca dolor en el estómago, flatulencia, diarrea y estreñimiento.","Um distúrbio intestinal que causa dor na barriga, gases, diarreia e constipação.",0,0,0
353,2018-08-23 15:54:34,2018-12-19 12:37:31,Itching,Comezón,Coceira,http://placehold.it/200,,An acute disturbing irritation or tickling sensation that may be felt all over the skin’s surface or confined to just one area.,"Irritación aguda molesta o sensación de cosquilleo, que se puede experimentar en toda la superficie de la piel o localizada en alguno de sus puntos.",Uma irritação aguda perturbadora ou sensação de cócegas que pode ser sentida em toda a superfície da pele ou confinada a apenas uma área.,0,0,0
354,2018-08-23 15:54:34,2018-12-19 12:37:31,Jaundice,Ictericia,Icterícia,http://placehold.it/200,,"A yellowish tinge to the skin, whites of the eyes, and mucous membranes caused by elevated levels of the bile pigment bilirubin. (See dilution recommendation for infants).","Matiz amarillento en la piel, en la sección blanca de los ojos y en las membranas mucosas, causado por niveles elevados del pigmento bilirrubina contenido en la bilis. (Consulte las instrucciones de dilución recomendadas para los infantes.)","Uma coloração amarelada na pele, no branco dos olhos e nas membranas mucosas causada por níveis elevados da bilirrubina do pigmento biliar. (Veja recomendação de diluição para bebês).",0,0,0
355,2018-08-23 15:54:34,2018-12-19 12:37:31,Jet Lag,Jet lag (descompensación horaria),Jet Lag,http://placehold.it/200,,"A condition marked by insomnia, fatigue, and irritability that is caused by air travel through changing time zones, probably as the result of disrupting circadian rhythms in the body.","Condición médica caracterizada por insomnio, fatiga e irritabilidad, causada por cambios horarios en vuelos internacionales, debidos posiblemente a la alteración de ritmos cardíacos en el organismo.","Condição marcada por insônia, fadiga e irritabilidade causada por viagens aéreas através da mudança de fusos horários, provavelmente como resultado da interrupção dos ritmos circadianos no corpo.",0,0,0
356,2018-08-23 15:54:34,2018-12-19 12:37:31,Jock Itch,Tiña inguinal,Micose na Virilha,http://placehold.it/200,,"A fungal infection that causes an itchy, red rash to the skin of the groin area, inner thighs and buttocks. ","Infección causada por hongos que provocan prurito y sarpullido en la dermis de los testículos, en la entrepierna y las nalgas. ","Infecção fúngica que causa erupção cutânea com comichão na pele da região da virilha, parte interna das coxas e nádegas.",0,0,0
357,2018-08-23 15:54:34,2018-12-19 12:37:31,Joint Pain,Dolor articular,Dor nas articulações,http://placehold.it/200,,"Discomfort, pain, and/or inflammation originating from any part of the joint.","Malestar, dolor y/o inflamación, que se genera en cualquier parte de una articulación.","Desconforto, dor e/ou inflamação originada de qualquer parte da articulação.",0,0,0
358,2018-08-23 15:54:34,2018-12-19 12:37:31,Kidney Infection,Infección renal,Infecção renal,http://placehold.it/200,,"The condition that occurs when microbes from the bladder or blood (bacteria, fungi or viruses) invade the tissues of the kidney(s) and reproduce. ","Condición médica que se sucede cuando algunos microbios propios de la vejiga o la sangre (bacterias, hongos y virus), invaden los tejidos del riñón y se reproducen. ","A condição que ocorre quando os micróbios da bexiga ou do sangue (bactérias, fungos ou vírus) invadem os tecidos do(s) rim(s) e se reproduzem.",0,0,0
359,2018-08-23 15:54:34,2019-06-12 09:14:03,Kidney Stones,Cálculos renales,Pedras nos rins,http://placehold.it/200,,"Small, hard mineral deposits that form inside the kidneys. ",Pequeños depósitos sedimentarios endurecidos que se forman en los riñones.,Depósitos minerais pequenos e duros que se formam no interior dos rins.,0,0,0
360,2018-08-23 15:54:34,2018-12-19 12:37:31,Kidneys,Riñones,Rins,http://placehold.it/200,,A bean-shaped organ that regulates fluid and excretes waste products through urine.,Órgano con forma de fríjol que regula líquidos y elimina los productos de desecho a través de la orina.,Um órgão em forma de feijão que regula o líquido e excreta os resíduos através da urina.,0,0,0
361,2018-08-23 15:54:34,2018-12-19 12:37:31,Knee Cartilage Injury,Lesión del cartílago de la rodilla,Lesão da cartilagem do joelho,http://placehold.it/200,,"When damage occurs to the cartilage (tough, flexible connective tissue) in the knee, resulting in pain, stiffness and inflammation.","Se trata de una lesión en el cartílago (tejido conectivo flexible y resistente) de la rodilla, que provoca dolor, rigidez e inflamación.","Quando ocorre dano à cartilagem (tecido conjuntivo duro e flexível) no joelho, resultando em dor, rigidez e inflamação.",0,0,0
362,2018-08-23 15:54:34,2018-12-19 12:37:31,Labor,Trabajo de parto,Trabalho de parto,http://placehold.it/200,,The process during which the uterus contracts and the cervix opens to allow the transition of a baby into the vagina.,El proceso durante el cual el útero se contrae y el cuello del útero se abre para permitir el paso de un bebé hacia la vagina.,O processo durante o qual o útero se contrai e o colo do útero se abre para permitir a transição de um bebê para a vagina.,0,0,0
363,2018-08-23 15:54:34,2018-12-19 12:37:31,Lactation Problems,Problemas de la lactancia,Problemas de lactação,http://placehold.it/200,,"Conditions which prevent or discourage breastfeeding, including engorged breasts, sore nipples, mastitis (infection), thrush, and low milk supply that new nursing mothers may experience.","Condiciones médicas que previenen o desalientan la lactancia materna, incluyendo senos abultados, pezones adoloridos, mastitis (infección), candidiasis y bajo suministro de leche, que las nuevas madres lactantes pueden experimentar.","Condições que impedem ou desencorajam a amamentação, incluindo seios ingurgitados, mamilos doloridos, mastite (infecção), aftas e baixo suprimento de leite que as novas mães que amamentam podem experimentar.",0,0,0
364,2018-08-23 15:54:34,2018-12-19 12:37:31,Lactose Intolerance,Intolerancia a la lactosa,Intolerância à lactose,http://placehold.it/200,,"Failure of the body to digest lactose, a compound found in dairy products, due to lack of the enzyme lactase in the small intestine.","Incapacidad del organismo para digerir la lactosa, ingrediente propio de los productos lácteos, debido a la ausencia en el intestino delgado de enzima lactasa.","Falha do organismo para digerir a lactose, um composto encontrado em produtos lácteos, devido à falta da enzima lactase no intestino delgado.",0,0,0
365,2018-08-23 15:54:34,2018-12-19 12:37:31,Laryngitis,Laringitis,Laringite,http://placehold.it/200,,Inflammation of the larynx followed by hoarseness of the voice and a painful cough.,Inflamación de la laringe seguida de engrosamiento de la voz y tos dolorosa.,Inflamação da laringe seguida de rouquidão da voz e tosse dolorosa.,0,0,0
366,2018-08-23 15:54:34,2018-12-19 12:37:31,Lead Poisoning,Envenenamiento por plomo,Envenenamento por chumbo,http://placehold.it/200,,"A potentially fatal buildup of lead in the body, usually over months or years.","Acumulación potencialmente fatal de plomo en el organismo, generalmente con el transcurso de meses o años.","Um acúmulo potencialmente fatal de chumbo no corpo, geralmente ao longo de meses ou anos.",0,0,0
367,2018-08-23 15:54:34,2018-12-19 12:37:31,Leaky Gut Syndrome,Síndrome de intestino permeable,Síndrome do intestino preguiçoso,http://placehold.it/200,,"A type of gastrointestinal tract dysfunction that allows bacteria, fungi, toxins and parasites to permeate the intestinal wall and leak into the bloodstream.","Tipo de disfunción del tracto gastrointestinal que facilita la penetración de la pared intestinal por parte de bacterias, hongos, toxinas y parásitos, que pasan de esta forma al torrente sanguíneo.","Um tipo de disfunção do trato gastrointestinal que permite que bactérias, fungos, toxinas e parasitas permeiem a parede intestinal e vazem para a corrente sanguínea.",0,0,0
368,2018-08-23 15:54:34,2018-12-19 12:37:31,Learning Difficulties,Dificultades de aprendizaje,Dificuldades de aprendizagem,http://placehold.it/200,,"An impairment or significantly reduced ability to learn, understand, organize, retain and/or use new information.","Deterioro o disminución importante de la capacidad de aprendizaje, comprensión, organización, retención y/o uso de nueva información.","Uma diminuição ou capacidade significativamente reduzida para aprender, entender, organizar, reter e/ou usar novas informações.",0,0,0
369,2018-08-23 15:54:34,2018-12-19 12:37:31,Leg Cramps,Calambres en las piernas,Cãibras nas Pernas,http://placehold.it/200,,"An abrupt, involuntary, spasmodic muscular contraction causing severe pain, often existing in the leg or shoulder as the result of chill or strain.","Una brusca e involuntaria contracción muscular espasmódica que causa dolor severo, a menudo presente en la pierna o en el hombro como resultado del frío o la tensión.","Uma contração muscular espasmódica, abrupta e involuntária, causando dor intensa, frequentemente presente na perna ou no ombro como resultado de calafrios ou tensão.",0,0,0
370,2018-08-23 15:54:34,2018-12-19 12:37:31,Legg-Calve-Perthes Disease,Enfermedad de Legg-Calve-Perthes,Síndrome de Legg-Calvé-Perthes,http://placehold.it/200,,"Occurs when too little blood is supplied to the ball part of the hip joint. Without ample blood flow, the bone stops growing, begins to die and breaks more easily.","Se presenta en casos de poco suministro de sangre en la bola del húmero de la articulación de la cadera. Sin un flujo abundante de sangre el hueso detiene su crecimiento, comienza a degenerar y se rompe fácilmente.","Ocorre quando bem pouco sangue é fornecido para a parte da esfera da articulação do quadril. Sem amplo fluxo sanguíneo, o osso para de crescer, começa a morrer e quebra mais facilmente.",0,0,0
371,2018-08-23 15:54:34,2018-12-19 12:37:31,Legionnaires’ Disease,Enfermedad del legionario,Doença do legionário,http://placehold.it/200,,A severe form of pneumonia (lung inflammation caused by infection) which is typically caused by inhaling a bacteria called legionella.,Variedad grave de neumonía (inflamación del pulmón causado por infección) provocada generalmente por la inhalación de una bacteria del género Legionella.,Uma forma grave de pneumonia (inflamação pulmonar causada por infecção) que é tipicamente causada pela inalação de uma bactéria chamada legionella.,0,0,0
372,2018-08-23 15:54:34,2018-12-19 12:37:31,Leukemia,Leucemia,Leucemia,http://placehold.it/200,,"A progressive, malignant cancer of blood-forming tissues, hindering the body’s ability to fight infection.","Cáncer agresivo y progresivo de los tejidos que integran la sangre, que deprimen la capacidad de defensa del organismo ante la infección.","Um câncer maligno progressivo dos tecidos formadores de sangue, dificultando a capacidade do corpo de combater infecções.",0,0,0
373,2018-08-23 15:54:34,2018-12-19 12:37:31,Libido (low) for Men,Libido (baja) Hombres,Libido (baixa) para homens,http://placehold.it/200,,The inhibition of a man’s sex drive or natural desire for sexual activity.,Inhibición en el hombre del ímpetu sexual o el deseo natural por la actividad sexual.,A inibição do desejo sexual de um homem ou desejo natural de atividade sexual.,0,0,0
374,2018-08-23 15:54:34,2018-12-19 12:37:31,Libido (low) for Women,Libido (baja) Mujeres,Libido (baixa) para mulheres,http://placehold.it/200,,The inhibition of a woman’s sex drive or natural desire for sexual activity.,Inhibición en la mujer del ímpetu sexual o el deseo natural por la actividad sexual.,A inibição do desejo sexual de uma mulher ou desejo natural de atividade sexual.,0,0,0
375,2018-08-23 15:54:34,2018-12-19 12:37:31,Lichen Nitidus,Liquen nítido,Líquen Plano,http://placehold.it/200,,"A chronic inflammatory skin condition defined by small, glistening, skin-colored bumps on the surface of the skin. ","Condición médica crónica de inflamación dérmica, que se manifiesta con pequeñas protuberancias superficiales y relucientes con tonalidad parecida a la piel.",Condição inflamatória crônica da pele definida por pequenos inchaços coloridos na superfície da pele.,0,0,0
376,2018-08-23 15:54:34,2018-12-19 12:37:31,Lipoma,Lipoma,Lipoma,http://placehold.it/200,,"A benign, rubbery, encapsulated tumor of fatty tissue that is not tender and feels doughy to the touch.","Tumor benigno encapsulado de tacto cartilaginoso y contenido graso, que no es blando y se siente amasado al tacto.","Um tumor benigno, emborrachado e encapsulado de tecido adiposo que não é macio e se sente pastoso ao toque.",0,0,0
377,2018-08-23 15:54:34,2018-12-19 12:37:31,Lips (dry),Labios (secos),Lábios (secos),http://placehold.it/200,,"Skin on the lips that has lost moisture, often due to dehydration, too much sun or wind, or constant licking or picking.","Piel de los labios que ha perdido humedad debido muchas veces a deshidratación, mucha exposición a los rayos del sol o el viento, lamerse o retirarse la piel seca constantemente.","Pele nos lábios que perdeu a umidade, muitas vezes devido à desidratação, muito sol ou vento, ou lambendo ou recolhendo constantemente.",0,0,0
378,2018-08-23 15:54:34,2018-12-19 12:37:31,Listeria Infection,Infección por Listeria,Infecção por Listeria,http://placehold.it/200,,A food-borne bacterial illness that is often contracted by eating improperly processed deli meats and unpasteurized dairy products.,"Enfermedad provocada por bacterias presentes en los alimentos, que se contrae por consumir carne fiambre (deli en inglés) o productos lácteos sin pasteurizar.",Doença bacteriana transmitida por alimentos que geralmente é contraída ao comer carnes processadas inadequadamente e laticínios não pasteurizados.,0,0,0
379,2018-08-23 15:54:34,2018-12-19 12:37:31,Liver Disease,Enfermedad del hígado,Doença hepática,http://placehold.it/200,,Any condition or damage that lowers or stops the functioning of the liver.,Cualquier condición médica o lesión que debilite o detenga el funcionamiento del hígado.,Qualquer condição ou dano que diminua ou interrompa o funcionamento do fígado.,0,0,0
380,2018-08-23 15:54:34,2018-12-19 12:37:31,Lockjaw (Tetanus),Tétanos (trismo),Mandíbula travada (Tétano),http://placehold.it/200,,An early symptom of tetanus that affects the central nervous system by causing painful muscular contractions that result in difficulty opening the jaw.,"Síntoma temprano de tétano que afecta el sistema nervioso central, causando dolorosas contracciones musculares que terminan por dificultar el movimiento de apertura de la mandíbula.","Um sintoma precoce de tétano que afeta o sistema nervoso central, causando contrações musculares dolorosas que resultam em dificuldade para abrir a mandíbula.",0,0,0
381,2018-08-23 15:54:34,2018-12-19 12:37:31,Long QT Syndrome,Síndrome de QT largo,Síndrome do QT Longo,http://placehold.it/200,,"A heart rhythm disorder that can cause fast, chaotic heartbeats, which may trigger a seizure, sudden fainting spell, or death.","Trastorno del ritmo cardíaco que puede provocar rápidos y erráticos latidos del corazón, pudiendo desencadenar una convulsión, un desmayo repentino o la muerte.","Um distúrbio do ritmo cardíaco que pode causar batimentos cardíacos rápidos e caóticos, que podem desencadear um ataque, desmaios repentinos ou morte.",0,0,0
382,2018-08-23 15:54:34,2018-12-19 12:37:31,Lou Gehrig’s Disease (ALS),Enfermedad de Lou Gehrig (ALS en inglés),Esclerose Lateral Amiotrófica (ELA),http://placehold.it/200,,A rapidly progressive neurodegenerative disease that attacks and kills the nerve cells responsible for controlling voluntary muscles.,"Enfermedad neurológica degenerativa de rápido desarrollo, que ataca y arrasa las células nerviosas que controlan los músculos voluntarios.",Doença neurodegenerativa de rápida progressão que ataca e mata as células nervosas responsáveis pelo controle dos músculos voluntários.,0,0,0
383,2018-08-23 15:54:34,2018-12-19 12:37:31,Lumbago,Lumbago,Dor Lombar (lumbago),http://placehold.it/200,,An old term used to describe pain in the muscles and joints of the lower back.,Término obsoleto para describir dolor en los músculos y las articulaciones en la parte baja de la espalda.,Um termo antigo usado para descrever a dor nos músculos e nas articulações da parte inferior das costas.,0,0,0
384,2018-08-23 15:54:34,2018-12-19 12:37:31,Lupus,Lupus,Lúpus,http://placehold.it/200,,A chronic inflammatory disease caused when the immune system attacks its own tissues.,"Enfermedad crónica de carácterinflamatorio, provocada por el ataque del sistema inmunológico a los tejidos sanos del organismo.",Doença inflamatória crônica causada quando o sistema imunológico ataca seus próprios tecidos.,0,0,0
385,2018-08-23 15:54:34,2018-12-19 12:37:31,Lyme Disease,Enfermedad de Lyme,Doença de Lyme,http://placehold.it/200,,An inflammatory disease caused by bacteria carried by ticks. ,Enfermedad de carácter inflamatorio provocada por bacterias naturales en las garrapatas.,Uma doença inflamatória causada por bactérias transportadas por carrapatos.,0,0,0
386,2018-08-23 15:54:34,2018-12-19 12:37:31,Lymphoma,Linfoma,Linfoma,http://placehold.it/200,,"A type of blood cancer that starts in the lymphatic tissues of the body, causing white blood cells to behave abnormally. ","Tipo de cáncer de la sangre que comienza en los tejidos linfáticos del organismo, haciendo que los glóbulos blancos actúen de manera descontrolada.","Um tipo de câncer no sangue que começa nos tecidos linfáticos do corpo, fazendo com que os glóbulos brancos se comportem de maneira anormal.",0,0,0
387,2018-08-23 15:54:34,2018-12-19 12:37:31,Macular Degeneration,Degenaración macular,Degeneração Macular,http://placehold.it/200,,A progressive deterioration of a critical region of the retina called the macula which can cause severe vision impairment. ,"Deterioro progresivo de una estructura crítica de la retina llamada mácula, que puede afectar gravemente la visión.","Uma deterioração progressiva de uma região crítica da retina, chamada mácula, que pode causar grave deficiência visual.",0,0,0
388,2018-08-23 15:54:34,2018-12-19 12:37:31,Malabsorption Syndrome,Síndrome de mala absorción,Síndrome de má absorção,http://placehold.it/200,,A condition that prevents absorption of nutrients through the small intestine.,Condición médica que impide la absorción de los nutrientes en el intestino delgado.,Condição que impede a absorção de nutrientes pelo intestino delgado.,0,0,0
389,2018-08-23 15:54:34,2018-12-19 12:37:31,Malaria,Malaria,Malária,http://placehold.it/200,,A life-threatening blood disease transmitted by the bite of infected mosquitoes.,Enfermedad que puede ser letal y es transmitida por la picadura de mosquitos infectados.,Doença sanguínea com risco de morte transmitida pela picada de mosquitos infectados.,0,0,0
390,2018-08-23 15:54:34,2018-12-19 12:37:31,Marfan Syndrome (Connective Tissue Disorder),Síndrome de Marfan (trastorno del tejido conectivo),Síndrome de Marfan (Transtorno do Tecido Conjuntivo),http://placehold.it/200,,"A genetic disorder that affects connective tissue and causes excessive bone elongation, joint flexibility, and abnormalities of the cardiovascular system.","Trastorno genético que afecta el tejido conectivo y provoca excesivo crecimiento de los huesos, flacidez de las articulaciones y anomalías en el sistema cardiovascular.","Transtorno genético que afeta o tecido conjuntivo e causa alongamento ósseo excessivo, flexibilidade articular e anormalidades do sistema cardiovascular.",0,0,0
391,2018-08-23 15:54:34,2018-12-19 12:37:31,Mastitis,Mastitis,Mastite,http://placehold.it/200,,A bacterial infection in the mammary glands of the breast which typically only occurs in women who are breastfeeding.,Infección bacteriana en las glándulas mamarias que se presenta generalmente en las mujeres durante el período de lactancia.,"Infecção bacteriana nas glândulas mamárias da mama, que tipicamente ocorre apenas em mulheres que estão amamentando.",0,0,0
392,2018-08-23 15:54:34,2019-06-12 09:14:03,Measles,Sarampión,Sarampo,http://placehold.it/200,,"A highly contagious viral infection which causes full-body rash and other symptoms, mostly in children.","Infección viral altamente contagiosa que se presenta generalmente en los niños y provoca entre otros síntomas, sarpullido en todo el cuerpo.","Infecção viral altamente contagiosa que causa erupção cutânea e outros sintomas, principalmente em crianças.",0,0,0
393,2018-08-23 15:54:34,2018-12-19 12:37:31,Melanoma,Melanoma,Melanoma,http://placehold.it/200,,The least common but most deadly form of skin cancer which typically develops in pigment-containing cells. ,"Cáncer de piel de rara ocurrencia pero terriblemente letal, que se desarrolla generalmente en las células que producen pigmentos. ",A forma menos comum mas mais letal de câncer de pele que tipicamente se desenvolve em células contendo pigmento.,0,0,0
394,2018-08-23 15:54:34,2018-12-19 12:37:31,Melatonin Imbalances/Insufficiencies,Desequilibrios/insuficiencia de melatonina,Desequilíbrios de melatonina/insuficiências,http://placehold.it/200,,Melatonin is a hormone produced at the onset of darkness to aid in sleep. Imbalances or insufficiencies may lead to sleep deprivation or sleeping disorders.,La melatonina es una hormona producida al comienzo de la oscuridad para ayudar a dormir. Los desequilibrios o insuficiencias pueden dar lugar a la privación o trastornos del sueño.,A melatonina é um hormônio produzido no início da escuridão para ajudar no sono. Desequilíbrios ou insuficiências podem levar à privação do sono ou distúrbios do sono.,0,0,0
395,2018-08-23 15:54:34,2019-06-12 09:14:03,Memory (poor),Memoria (escasa),Memória (fraca),http://placehold.it/200,,The weak mental capacity of retaining facts or recalling previous experiences.,Poca capacidad de la memoria para retener hechos recientes o recordar experiencias anteriores.,A fraca capacidade mental de reter fatos ou recordar experiências anteriores.,0,0,0
396,2018-08-23 15:54:34,2018-12-19 12:37:31,Meniere’s Disease,Enfermedad de Ménière,Doença de Meniere,http://placehold.it/200,,"Inner disorder with symptoms including vertigo, tinnitus, hearing loss and a sensation of pressure.",#N/A,"Transtorno interno com sintomas como vertigem, zumbido, perda auditiva e sensação de pressão.",0,0,0
397,2018-08-23 15:54:34,2018-12-19 12:37:31,Meningitis,Meningitis,Meningite,http://placehold.it/200,,"Inflammation of brain and spinal cord membranes, typically caused by a viral or bacterial infection, characterized by serious symptoms.","Inflamación de las membranas del cerebro o de la médula espinal, generalmente de origen viral o bacteriano y con una sintomatología muy complicada.","Inflamação das membranas do cérebro e da medula espinhal, tipicamente causada por uma infecção viral ou bacteriana, caracterizada por sintomas graves.",0,0,0
398,2018-08-23 15:54:34,2018-12-19 12:37:31,Menopause,Menopausia,Menopausa,http://placehold.it/200,,"The period of permanent cessation of menstruation, typically occurring between the ages of 45 and 55","Período de suspensión permanente de la menstruación, que generalmente se presenta entre los 45 y los 55 años de edad.","O período de cessação permanente da menstruação, ocorrendo tipicamente entre as idades de 45 e 55",0,0,0
399,2018-08-23 15:54:34,2018-12-19 12:37:31,Menorrhagia (excessive menstrual bleeding),Menorragia (excesivo sangrado durante la menstruación),Menorragia (sangramento menstrual excessivo),http://placehold.it/200,,Extremely heavy menstrual flow with cycles of normal length or prolonged uterine bleeding lasting longer than seven days.,"Flujo extremadamente abundante con ciclos de normal duración, o sangrado uterino extendido que puede durar más de siete días.",Fluxo menstrual extremamente pesado com ciclos de duração normal ou sangramento uterino prolongado com duração superior a sete dias.,0,0,0
400,2018-08-23 15:54:34,2018-12-19 12:37:31,Menstrual Cycle (irregular or scanty),Ciclo menstrual (irregular o escaso),Ciclo Menstrual (irregular ou escasso),http://placehold.it/200,,Uncommonly slight or infrequent menstrual flow.,Flujo menstrual muy leve o poco frecuente.,Fluxo menstrual incomumente leve ou infrequente.,0,0,0
401,2018-08-23 15:54:34,2019-07-09 21:06:48,Menstrual Pain/Cramps,Dolor y espasmos menstruales,Dor Menstrual/Cólicas,http://placehold.it/200,,"Also referred to as dysmenorrhea, a female condition of painful, debilitating menstrual cycles that ranges from dull to severe.","Conocidos también como dismenorrea, se trata de una condición médica en la que los ciclos menstruales son dolorosos y producen debilidad, pudiendo ser leves o intensos.","Também conhecida como dismenorreia, uma condição feminina de ciclos menstruais dolorosos e debilitantes que variam de enfadonhos a graves.",0,0,0
402,2018-08-23 15:54:34,2019-06-12 09:14:03,Mental Fatigue,Fatiga mental,Fadiga mental,http://placehold.it/200,,"A cognitive or emotional state associated with decreased ability to function, typically caused by prolonged mental exertion or emotional duress.","Estado cognitivo o emocional relacionado con disminución de la capacidad de trabajo, generalmente provocado por ejercicio mental prolongado o exigencia emocional.","Um estado cognitivo ou emocional associado à diminuição da capacidade de funcionar, geralmente causada por esforço mental prolongado ou coação emocional.",0,0,0
403,2018-08-23 15:54:34,2018-12-19 12:37:31,Mesenteric Lymphadentis,Linfadenitis mesentérica,Adenite mesentérica,http://placehold.it/200,,"Painful inflammation of the lymph nodes that attach the intestine to the abdominal wall, typically a temporary condition in children.","Condición generalmente pasajera que se presenta en los niños como inflamación dolorosa de los nódulos linfáticos, que afecta los intestinos hasta la pared abdominal.","Inflamação dolorosa dos gânglios linfáticos que ligam o intestino à parede abdominal, tipicamente uma condição temporária em crianças.",0,0,0
404,2018-08-23 15:54:34,2018-12-19 12:37:31,Mesothelioma,Mesotelioma,Mesotelioma,http://placehold.it/200,,"A cancerous tumor of the epithelium lining the lungs, heart, or abdomen often associated with exposure to asbestos dust.","Tumor cancerígeno del epitelio que recubre los pulmones, el corazón o el abdomen, con frecuencia asociado a la exposición al polvillo del asbesto.","Um tumor cancerígeno do epitélio que reveste os pulmões, o coração ou o abdômen, frequentemente associado à exposição ao pó de asbesto.",0,0,0
405,2018-08-23 15:54:34,2018-12-19 12:37:31,Metabolic Muscle Disorders,Trastornos metabólicos musculares,Distúrbios musculares metabólicos,http://placehold.it/200,,"A condition that interferes with the body’s ability to draw and utilize energy from food, resulting in muscle weakness or pain. ","Condición médica que afecta la capacidad del organismo para obtener y utilizar energía a partir de los alimentos, y produce debilidad o dolor muscular.","Condição que interfere na capacidade do corpo de extrair e utilizar energia dos alimentos, resultando em fraqueza muscular ou dor.",0,0,0
406,2018-08-23 15:54:34,2018-12-19 12:37:31,Metabolism (Low),Metabolismo (lento),Metabolismo (Baixo),http://placehold.it/200,,"A low basal metabolic rate normally leads to low energy expenditure. As a result, the number of calories a person normally expends is likely less than the number of calories consumed.",Una tasa baja de metabolismo basal generalmente provoca una baja demanda de energía. Como resultado se tiene que la cantidad de calorías que una persona normalmente consume es probablemente menor que la cantidad de calorías consumidas.,"Uma baixa taxa metabólica basal normalmente leva a um baixo gasto energético. Como resultado, o número de calorias que uma pessoa normalmente gasta provavelmente é menor do que o número de calorias consumidas.",0,0,0
407,2018-08-23 15:54:34,2018-12-19 12:37:31,Migraine,Migraña,Enxaqueca,http://placehold.it/200,,"A severe recurring headache over the course of 3 hours to 4 days associated with sharp pain, nausea and sensitivity to light. ","Dolor de cabeza muy fuerte y recurrente que se puede presentar con intervalos de tres (3) horas hasta cuatro (4) días, acompañado de dolor lacerante, náusea y sensibilidad a la luz.","Uma dor de cabeça recorrente grave ao longo de 3 horas a 4 dias associada a dor aguda, náusea e sensibilidade à luz.",0,0,0
