id,created_at,updated_at,name,description,sort_order,solutionable_id,solutionable_type,Spanish,Portuguese
315,8/30/18 8:02,12/6/18 10:01,Balanceå¨,Balances mood while reducing stress and trauma.,0,15,App\Blend,Equilibra el estado de ánimo mientras reduce el estrés y el trauma.,Equilibra humor enquanto reduz estresse e trauma.
317,8/30/18 8:03,12/6/18 10:01,ClaryCalmå¨,Balances hormones and calms anxiety.,0,31,App\Blend,Equilibra las hormonas y calma la ansiedad.,Equilibra os hormônios e acalma a ansiedade.
318,8/30/18 8:06,12/6/18 14:05,Lemon,Helps dissolve stones and acts as diuretic.,0,40,App\Oil,Ayuda a disolver las piedras y actúa como diurético.,Ajuda a dissolver pedras e age como diurético.
319,8/30/18 8:07,12/6/18 14:05,Juniper Berry,Acts as diuretic; tonifies bladder and supports urinary system.,0,38,App\Oil,Actúa como diurético; tonifica la vejiga y fortalece el sistema urinario.,Age como diurético; tonifica a bexiga e suporta o sistema urinário.
320,8/30/18 8:07,12/6/18 14:05,Lemongrass,Decongests urinary tract and fights urinary infections.,0,41,App\Oil,Descongestiona el tracto urinario y combate las infecciones urinarias.,Descongestiona o trato urinário e combate infecções urinárias.
321,8/30/18 8:08,12/6/18 14:05,Cypress,Resolves incontinence and excessive water/fluid retention.,0,27,App\Oil,Resuelve la incontinencia y la retención excesiva de agua o líquidos.,Rsolve incontinência e retenção excessiva de água/líquidos.
322,8/30/18 8:08,12/6/18 14:05,Thyme,Supports healthy prostate and circulation; fights urinary infections.,0,62,App\Oil,Promueve una próstata saludable y refuerza la circulación; combate las infecciones urinarias.,Auxilia a saúde da próstata e circulação; combate infecções urinárias.
323,8/30/18 8:09,12/6/18 14:05,Eucalyptus,"Relieves infection, stones.",0,30,App\Oil,Alivia la infección y elimina las piedras.,"Alivia infecção, pedras."
324,8/30/18 8:09,12/6/18 14:05,Cardamom,Antioxidant and combats infection.,0,16,App\Oil,Antioxidante y combate la infección.,Antioxidante e combate a infecção.
325,8/30/18 8:10,12/6/18 10:01,DDR Primeå¨,Antioxidant; cleanses and disinfects urinary tract.,0,8,App\Blend,Antioxidante; limpia y desinfecta el tracto urinario.,Antioxidante; limpa e desinfecta o trato urinário.
326,8/30/18 8:10,12/6/18 10:01,Zendocrineå¨,Supports proper liver and kidney function.,0,11,App\Blend,Promueve la función hepática y renal adecuada.,Apoia a função hepática e renal adequada.
327,8/30/18 8:10,12/6/18 10:01,Slim & Sassyå¨,Acts as diuretic and detoxifies.,0,20,App\Blend,Actúa como diurético y desintoxica.,Age como diurético e desintoxica.
328,8/30/18 8:11,12/6/18 10:01,On Guardå¨,Promotes blood flow and elimination of waste.,0,21,App\Blend,Promueve el flujo sanguíneo y la eliminación de residuos.,Promove o fluxo sanguíneo e a eliminação de resíduos.
329,8/30/18 8:13,12/6/18 14:05,Grapefruit,"Curbs cravings, reduces appetite, and induces fat burning.",0,35,App\Oil,"Disminuye los antojos, reduce el apetito, e induce la quema de grasa.","Reduz o desejo, reduz o apetite e induz a queima de gordura."
330,8/30/18 8:14,12/6/18 14:05,Peppermint,Enhances sense of fullness; reduces cravings and appetite.,0,52,App\Oil,Mejora la sensación de saciedad; reduce los antojos y el apetito.,Aumenta a sensação de plenitude; reduz desejos e apetite.
331,8/30/18 8:14,12/6/18 14:05,Ginger,Encourages fat burning and promotes satiation.,0,34,App\Oil,Estimula la quema de grasa y promueve la saciedad.,Estimula a queima de gordura e promove a saciedade.
332,8/30/18 8:15,12/6/18 10:01,Slim & Sassyå¨,"Balances metabolism, eliminates cravings, and lifts mood; acts as diuretic.",0,20,App\Blend,"Equilibra el metabolismo, elimina los antojos, y levanta el estado de ánimo; actúa como diurético.","Equilibra o metabolismo, elimina os desejos e eleva o humor; age como diurético."
333,8/30/18 8:15,12/6/18 10:01,Zendocrineå¨,Support body‰Ûªs ability to remove toxins and waste effectively.,0,11,App\Blend,Ayuda a la habilidad del cuerpo de eliminar toxinas y residuos eficazmente.,Auxilia a capacidade do corpo‰Ûª de eliminar toxinas e resíduos de forma eficaz.
334,8/30/18 8:16,12/6/18 10:01,DDR Primeå¨,Improves function of the endocrine system and thyroid.,0,8,App\Blend,Mejora la función del sistema endocrino y la tiroides.,Melhora a função do sistema endócrino e tireoide.
335,8/30/18 8:21,12/6/18 14:05,Geranium,"Supports hormone, emotional balance, and fertility.",0,33,App\Oil,Refuerza el equilibrio de las hormonas y emocional y la fertilidad.,"Auxilio hormonal, equilíbrio emocional e fertilidade."
337,8/30/18 8:22,12/6/18 14:05,Clary Sage,Enhances endocrine system function and balances hormones.,0,22,App\Oil,Refuerza la función del sistema endocrino y equilibra las hormonas.,Melhora a função do sistema endócrino e equilibra os hormônios.
338,8/30/18 8:23,12/6/18 14:05,Grapefruit,Supports healthy progesterone levels and breast health.,0,35,App\Oil,Promueve niveles saludables de progesterona y la salud de los senos.,Auxilia níveis saudáveis de progesterona e saúde da mama.
339,8/30/18 8:23,12/6/18 14:05,Jasmine,"Promotes a healthy uterus, libido.",0,37,App\Oil,Promueve un útero y una libido sanos.,"promove um útero saudável, libido."
340,8/30/18 8:24,12/6/18 14:05,Ginger,Promotes healthy menstruation and libido; relieves cramps.,0,34,App\Oil,Promueve la menstruación sana y la libido; alivia los calambres.,Promove menstruação e libido saudáveis; alivia cólicas.
341,8/30/18 8:24,12/6/18 14:05,Fennel,Supports healthy estrogen levels and supports healthy ovaries.,0,31,App\Oil,Promueve niveles saludables de estrógeno y refuerza los ovarios sanos.,Auxilia níveis saudáveis de estrogênio e auxilia ovários saudáveis.
343,8/30/18 8:25,12/6/18 10:01,Whisperå¨,Stabilizes mood and supports proper endocrine function.,0,46,App\Blend,Estabiliza el estado de ánimo y promueve una función endocrina adecuada.,Estabiliza o humor e auxilia a função endócrina adequada.
344,8/30/18 8:26,12/6/18 10:01,ClaryCalmå¨,Supports monthly cycle.,0,31,App\Blend,Refuerza al ciclo menstrual.,Auxilia o ciclo menstrual.
345,8/30/18 8:27,12/6/18 10:01,Motivateå¨,Supports healthy reproductive function.,0,13,App\Blend,Promueve una función reproductiva saludable.,Auxilia a função reprodutiva saudável.
346,8/31/18 16:14,1/11/19 10:07,Cinnamon,Promotes healthy cellular response to glucose and inflammation.,0,71,App\Oil,Promueve una respuesta celular saludable a la glucosa y la inflamación.,Promove a resposta celular saudável à glicose e inflamação.
347,9/10/18 12:52,12/6/18 14:05,Bone Nutrient Lifetime Complex,NULL,0,3,App\Supplement,NULO,NULL
348,9/10/18 12:52,12/6/18 14:05,Slim & Sassyå¨ Softgels,NULL,0,4,App\Supplement,NULO,NULL
349,9/10/18 12:52,12/6/18 14:05,On Guardå¨ Softgels,NULL,0,5,App\Supplement,NULO,NULL
350,9/10/18 12:52,12/6/18 14:05,DDR Primeå¨ Softgels,NULL,0,16,App\Supplement,NULO,NULL
351,9/10/18 12:52,12/6/18 14:05,Alpha CRSå¨+,NULL,0,17,App\Supplement,NULO,NULL
352,9/10/18 12:52,12/6/18 14:05,a2z Chewable‰ã¢,NULL,0,18,App\Supplement,NULO,NULL
353,9/10/18 12:52,12/6/18 14:05,PB Assistå¨+,NULL,0,19,App\Supplement,NULO,NULL
354,9/10/18 12:52,12/6/18 14:05,Zendocrineå¨ Softgels,NULL,0,20,App\Supplement,NULO,NULL
355,9/10/18 12:52,12/6/18 14:05,Zendocrineå¨ Complex,NULL,0,21,App\Supplement,NULO,NULL
356,9/10/18 12:52,12/6/18 14:05,DigestZenå¨ Softgels,NULL,0,22,App\Supplement,NULO,NULL
358,9/10/18 12:52,12/6/18 14:05,MicroPlex VMz,NULL,0,28,App\Supplement,NULO,NULL
359,9/10/18 12:52,12/6/18 14:05,TerraZymeå¨,NULL,0,29,App\Supplement,NULO,NULL
361,9/10/18 12:52,12/6/18 14:05,GX Assistå¨,NULL,0,32,App\Supplement,NULO,NULL
362,9/10/18 12:52,12/6/18 14:05,IQ Megaå¨,NULL,0,33,App\Supplement,NULO,NULL
363,9/10/18 12:52,12/6/18 14:05,TrimShakeå¨,NULL,0,34,App\Supplement,NULO,NULL
364,9/10/18 12:52,12/6/18 14:05,TrimShakeå¨ Vegan,NULL,0,35,App\Supplement,NULO,NULL
365,9/10/18 12:52,12/6/18 14:05,TriEase Softgels,NULL,0,36,App\Supplement,NULO,NULL
366,9/10/18 12:52,12/6/18 14:05,xEO Megaå¨,NULL,0,37,App\Supplement,NULO,NULL
367,9/10/18 12:52,12/6/18 14:05,Serenity Softgels,NULL,0,38,App\Supplement,NULO,NULL
368,9/10/18 12:52,12/6/18 14:05,vEO Megaå¨,NULL,0,39,App\Supplement,NULO,NULL
369,9/10/18 12:52,12/6/18 14:05,Breathe Respiratory Drops,NULL,0,40,App\Supplement,NULO,NULL
370,9/10/18 12:52,12/6/18 14:05,Phytoestrogen Complex,NULL,0,41,App\Supplement,NULO,NULL
371,9/10/18 12:52,12/6/18 14:05,On Guardå¨ Throat Drops,NULL,0,42,App\Supplement,NULO,NULL
372,9/10/18 12:52,12/6/18 14:05,Deep Blueå¨ Polyhpenol Complex,NULL,0,43,App\Supplement,NULO,NULL
373,11/12/18 17:35,12/6/18 14:05,Pink Pepper,Eliminates and prevents candida yeast and fungus.,0,54,App\Oil,Elimina y previene la levadura Cándida y los hongos.,Elimina e previne a cândida e fungos.
375,11/12/18 17:35,12/6/18 14:05,Black Pepper,Use these oils to support the stomach.,0,14,App\Oil,Utilice estos aceites para reforzar el estómago.,Use esses óleos para auxiliar o estômago.
376,11/12/18 17:35,12/6/18 14:05,Cardamom,Use these oils to support the stomach.,0,16,App\Oil,Utilice estos aceites para reforzar el estómago.,Use esses óleos para auxiliar o estômago.
377,11/12/18 17:35,12/6/18 14:05,Fennel,Use these oils to support the stomach.,0,31,App\Oil,Utilice estos aceites para reforzar el estómago.,Use esses óleos para auxiliar o estômago.
379,11/12/18 17:35,12/6/18 14:05,Basil,Use these oils to support the intestines.,0,11,App\Oil,Utilice estos aceites para reforzar los intestinos.,Use esses óleos para auxiliar os intestinos.
380,11/12/18 17:35,12/6/18 14:05,Cardamom,Use these oils to support the intestines.,0,16,App\Oil,Utilice estos aceites para reforzar los intestinos.,Use esses óleos para auxiliar os intestinos.
381,11/12/18 17:35,12/6/18 14:05,Ginger,Use these oils to support the intestines.,0,34,App\Oil,Utilice estos aceites para reforzar los intestinos.,Use esses óleos para auxiliar os intestinos.
383,11/12/18 17:35,12/6/18 14:05,Basil,Use these oils to support the liver.,0,11,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
384,11/12/18 17:35,12/6/18 14:05,Cilantro,Use these oils to support the liver.,0,20,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
385,11/12/18 17:35,12/6/18 14:05,Geranium,Use these oils to support the liver.,0,33,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
386,11/12/18 17:35,12/6/18 14:05,Grapefruit,Use these oils to support the liver.,0,35,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
387,11/12/18 17:35,12/6/18 14:05,Helichrysum,Use these oils to support the liver.,0,36,App\Oil,Utilice estos aceites para reforzar el hígado.,Use esses óleos para auxiliar o fígado.
389,11/12/18 17:35,12/6/18 14:05,Geranium,Use these oils to support the gallbladder.,0,33,App\Oil,Utilice estos aceites para reforzar la vesícula biliar.,Use esses óleos para auxiliar a vesícula biliar.
391,11/12/18 17:35,12/6/18 14:05,Dill,Use these oils to support the pancreas.,0,28,App\Oil,Utilice estos aceites para reforzar el páncreas.,Use esses óleos para auxiliar o pâncreas.
392,11/12/18 17:35,12/6/18 14:05,Fennel,Use these oils to support the pancreas.,0,31,App\Oil,Utilice estos aceites para reforzar el páncreas.,Use esses óleos para auxiliar o pâncreas.
393,11/12/18 17:35,12/6/18 14:05,Geranium,Use these oils to support the pancreas.,0,33,App\Oil,Utilice estos aceites para reforzar el páncreas.,Use esses óleos para auxiliar o pâncreas.
394,11/12/18 17:35,12/6/18 14:08,Thyme,Use these oils to support the pancreas.,0,62,App\Oil,Utilice estos aceites para reforzar el páncreas.,Use esses óleos para auxiliar o pâncreas.
395,11/12/18 17:35,12/6/18 14:05,Blue Tansy,For thyroid support.,0,15,App\Oil,Para reforzar la tiroides.,Para o auxílio da tireoide.
396,11/12/18 17:35,12/6/18 14:05,Clove,For thyroid support.,0,24,App\Oil,Para reforzar la tiroides.,Para o auxílio da tireoide.
397,11/12/18 17:35,12/6/18 14:05,Copaiba,Fights bacteria and viruses.,0,25,App\Oil,Combate las bacterias y los virus.,Combate bactérias e vírus.
398,11/12/18 17:35,12/6/18 14:10,Thyme,Fights bacteria and viruses.,0,62,App\Oil,Combate las bacterias y los virus.,Combate bactérias e vírus.
399,11/12/18 17:35,12/6/18 14:05,Jasmine,"Enhances mood and libido, euphoric.",0,37,App\Oil,"Mejora el estado de ánimo y la libido, es eufórico.","Melhora o humor e a libido, eufórico."
401,11/12/18 17:35,12/6/18 14:05,Blue Tansy,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,15,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
402,11/12/18 17:35,12/6/18 14:05,Clove,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,24,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
403,11/12/18 17:35,12/6/18 14:05,Lemongrass,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,41,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
404,11/12/18 17:35,12/6/18 14:05,Oregano,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,50,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
405,11/12/18 17:35,12/6/18 14:05,Roman Chamomile,Use the recommended oil to establish an unfriendly environment for parasites and encourage elimination..,0,55,App\Oil,Utilice el aceite recomendado para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use o óleo recomendado para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
407,11/12/18 17:35,12/6/18 11:08,DDR Primeå¨,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination..,0,8,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
408,11/12/18 17:35,12/6/18 11:08,Purify,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination..,0,9,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
409,11/12/18 17:35,12/6/18 11:08,Zendocrineå¨,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination..,0,11,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
410,11/12/18 17:35,12/6/18 10:01,ZenGestå¨,Use recommended blends to establish an unfriendly environment for parasites and encourage elimination..,0,0,App\Blend,Utilice las mezclas recomendadas para establecer un ambiente hostil para los parásitos y alentar la eliminación..,Use os mix recomendados para estabelecer um ambiente hostil para parasitas e incentivar a eliminação.
412,11/12/18 17:37,12/6/18 14:05,Copaiba,Boosts dopamine levels.,0,25,App\Oil,Aumenta los niveles de dopamina.,Aumentam os níveis de dopamina.
413,11/12/18 17:37,12/6/18 14:05,Helichrysum,Boosts dopamine levels.,0,36,App\Oil,Aumenta los niveles de dopamina.,Aumentam os níveis de dopamina.
414,11/12/18 17:37,12/6/18 14:05,Basil,Reduces inflammatory response and supports adrenal glands.,0,11,App\Oil,Reduce la respuesta inflamatoria y refuerza las glándulas suprarrenales.,Reduz a resposta inflamatória e auxilia as glândulas supra-renais.
415,11/12/18 17:37,12/6/18 14:05,Rosemary,Reduces inflammatory response and supports adrenal glands.,0,56,App\Oil,Reduce la respuesta inflamatoria y refuerza las glándulas suprarrenales.,Reduz a resposta inflamatória e auxilia as glândulas supra-renais.
416,11/12/18 17:37,12/6/18 14:05,Blue Tansy,Acts as an antihistamine and calms irritation.,0,15,App\Oil,Actúa como un antihistamínico y calma la irritación.,Age como um anti-histamínico e acalma a irritação.
417,11/12/18 17:37,12/6/18 14:05,Lavender,Acts as an antihistamine and calms irritation.,0,39,App\Oil,Actúa como un antihistamínico y calma la irritación.,Age como um anti-histamínico e acalma a irritação.
418,11/12/18 17:37,12/6/18 11:09,AromaTouchå¨,Post-exercise recovery.,0,19,App\Blend,Ayuda en la recuperación posterior al ejercicio.,Recuperação pós-exercício.
419,11/12/18 17:37,12/6/18 11:09,Deep Blueå¨,Post-exercise recovery.,0,28,App\Blend,Ayuda en la recuperación posterior al ejercicio.,Recuperação pós-exercício.
420,11/12/18 17:37,12/6/18 14:05,Arborvitae,"Calms, stimulates, and protects brain.",0,10,App\Oil,"Calma, estimula y protege el cerebro.","Acalma, estimula e protege o cérebro."
421,11/12/18 17:37,12/6/18 14:05,Cedarwood,"Calms, stimulates, and protects brain.",0,70,App\Oil,"Calma, estimula y protege el cerebro.","Acalma, estimula e protege o cérebro."
422,11/12/18 17:37,12/6/18 14:05,Clove,Provides brain protective antioxidants.,0,24,App\Oil,Proporciona antioxidantes que protegen el cerebro.,Fornece antioxidantes protetores cerebrais.
423,11/12/18 17:37,12/6/18 14:05,Thyme,Provides brain protective antioxidants.,0,62,App\Oil,Proporciona antioxidantes que protegen el cerebro.,Fornece antioxidantes protetores cerebrais.
424,11/12/18 17:37,12/6/18 14:05,Helichrysum,Repairs damaged blood vessels; stops bleeding.,0,36,App\Oil,Repara los vasos sanguíneos dañados; detiene el sangrado.,Repara vasos sanguíneos danificados; para o sangramento.
425,11/12/18 17:37,12/6/18 14:05,Yarrow,Repairs damaged blood vessels; stops bleeding.,0,67,App\Oil,Repara los vasos sanguíneos dañados; detiene el sangrado.,Repara vasos sanguíneos danificados; para o sangramento.
426,11/12/18 17:37,12/6/18 14:05,Frankincense,Promotes healthy apoptosis and cellular health.,0,32,App\Oil,Promueve una apoptosis saludable y la salud celular.,Promove a apoptose saudável e a saúde celular.
427,11/12/18 17:37,12/6/18 14:05,Sandalwood,Promotes healthy apoptosis and cellular health.,0,57,App\Oil,Promueve una apoptosis saludable y la salud celular.,Promove a apoptose saudável e a saúde celular.
428,11/12/18 17:37,12/6/18 11:05,Brave‰ã¢,Soothe and encourage.,0,36,App\Blend,Alivia y estimula.,Acalma e encoraja.
429,11/12/18 17:37,12/6/18 11:08,Rescuer‰ã¢,Soothe and encourage.,0,41,App\Blend,Alivia y estimula.,Acalma e encoraja.
430,11/12/18 17:37,12/6/18 14:05,Grapefruit,Use these oils to stomach/intestinal lining support.,0,35,App\Oil,Utilice estos aceites para reforzar el revestimiento del estómago o del intestino.,Use esses óleos auxilio do estômago/revestimento intestinal.
431,11/12/18 17:37,12/6/18 14:05,Peppermint,Use these oils to stomach/intestinal lining support.,0,52,App\Oil,Utilice estos aceites para reforzar el revestimiento del estómago o del intestino.,Use esses óleos auxilio do estômago/revestimento intestinal.
432,11/12/18 17:37,12/6/18 14:05,Frankincense,"For pineal, pituitary, and hypothalamus support.",0,32,App\Oil,"Para reforzar la glándula pineal, la pituitaria y el hipotálamo.","Para suporte da pineal, hipófise e hipotálamo."
433,11/12/18 17:37,12/6/18 14:05,Sandalwood,"For pineal, pituitary, and hypothalamus support.",0,57,App\Oil,"Para reforzar la glándula pineal, la pituitaria y el hipotálamo.","Para suporte da pineal, hipófise e hipotálamo."
434,11/12/18 17:37,12/6/18 14:05,Geranium,Hormone/glandular and adrenal support.,0,33,App\Oil,Refuerzo hormonal o glandular y suprarrenal.,Auxilio hormonal/glandular e adrenal.
435,11/12/18 17:37,12/6/18 14:05,Ylang Ylang,Hormone/glandular and adrenal support.,0,68,App\Oil,Refuerzo hormonal o glandular y suprarrenal.,Auxilio hormonal/glandular e adrenal.
436,11/12/18 17:37,12/6/18 14:05,Helichrysum,"Stop bleeding; wound repair/healing, powerful pain reliever.",0,36,App\Oil,"Detiene el sangrado; ayuda a reparar o cicatrizar las heridas, potente analgésico.","Parar o sangramento; reparação/cicatrização de feridas, poderoso analgésico."
437,11/12/18 17:37,12/6/18 14:05,Yarrow,"Stop bleeding; wound repair/healing, powerful pain reliever.",0,67,App\Oil,"Detiene el sangrado; ayuda a reparar o cicatrizar las heridas, potente analgésico.","Parar o sangramento; reparação/cicatrização de feridas, poderoso analgésico."
438,11/12/18 17:37,12/6/18 14:05,Blue Tansy,"Antihistamine activity; wound, burn care, shock treatment; bite/sting recovery.",0,15,App\Oil,"Antihistamínico; cuidado de heridas, quemaduras, tratamiento de shock; ayuda en la recuperación de mordeduras o picaduras.","Atividade anti-histamínica; tratamento de feridas, queimaduras, choque; recuperação de mordidas/picadas."
439,11/12/18 17:37,12/6/18 14:05,Lavender,"Antihistamine activity; wound, burn care, shock treatment; bite/sting recovery.",0,39,App\Oil,"Antihistamínico; cuidado de heridas, quemaduras, tratamiento de shock; ayuda en la recuperación de mordeduras o picaduras.","Atividade anti-histamínica; tratamento de feridas, queimaduras, choque; recuperação de mordidas/picadas."
440,11/12/18 17:37,12/6/18 14:05,Black Pepper,Supports digestion and boosts immunity.,0,14,App\Oil,Fortalece la digestión y el sistema inmunitario.,Auxilia a digestão e aumenta a imunidade.
441,11/12/18 17:37,12/6/18 14:05,Pink Pepper,Supports digestion and boosts immunity.,0,54,App\Oil,Fortalece la digestión y el sistema inmunitario.,Auxilia a digestão e aumenta a imunidade.
442,11/12/18 17:37,12/6/18 14:05,Bergamot,Balances hormones and enhances libido.,0,12,App\Oil,Equilibra las hormonas y aumenta la libido.,"Equilibra os hormônios, aumenta a libido."
443,11/12/18 17:37,12/6/18 14:05,Pink Pepper,Balances hormones and enhances libido.,0,54,App\Oil,Equilibra las hormonas y aumenta la libido.,"Equilibra os hormônios, aumenta a libido."
444,11/12/18 17:37,12/6/18 14:05,Tangerine,Melts away anxiousness and energizes.,0,61,App\Oil,Elimina la ansiedad y energiza.,Dissipa a ansiedade e energiza.
445,11/12/18 17:37,12/6/18 14:05,Wild Orange,Melts away anxiousness and energizes.,0,65,App\Oil,Elimina la ansiedad y energiza.,Dissipa a ansiedade e energiza.
446,11/12/18 17:37,12/6/18 14:05,Magnolia,Calms and sedates.,0,43,App\Oil,Tranquiliza y seda.,Acalma e tranquiliza.
447,11/12/18 17:37,12/6/18 14:05,Neroli,Calms and sedates.,0,49,App\Oil,Tranquiliza y seda.,Acalma e tranquiliza.
448,11/12/18 17:37,12/6/18 14:05,Ginger,Reduces spasms and muscle aches and pain.,0,34,App\Oil,Reduce los espasmos y los dolores y molestias musculares.,Reduz espasmos e dores musculares.
449,11/12/18 17:37,12/6/18 14:05,Turmeric,Reduces spasms and muscle aches and pain.,0,63,App\Oil,Reduce los espasmos y los dolores y molestias musculares.,Reduz espasmos e dores musculares.
450,11/12/18 17:37,12/6/18 14:05,Magnolia,Calms and sedates.,0,43,App\Oil,Tranquiliza y seda.,Acalma e tranquiliza.
451,11/12/18 17:37,12/6/18 14:05,Neroli,Calms and sedates.,0,49,App\Oil,Tranquiliza y seda.,Acalma e tranquiliza.
452,11/12/18 17:37,12/6/18 14:05,Copaiba,Relieves pain and inflammation.,0,25,App\Oil,Alivia el dolor y la inflamación.,Alivia a dor e a inflamação.
453,11/12/18 17:37,12/6/18 14:05,Turmeric,Relieves pain and inflammation.,0,63,App\Oil,Alivia el dolor y la inflamación.,Alivia a dor e a inflamação.
454,11/12/18 17:37,12/6/18 14:05,Birch,"Soothes aches and pain, warms; has a cortisone-like effect; supports bone healing.",0,13,App\Oil,"Alivia dolores y molestias, calienta; tiene un efecto similar a la cortisona; apoya la cicatrización ósea.","Alivia dores, aquece; tem um efeito semelhante à cortisona; auxilia a cicatrização óssea."
455,11/12/18 17:37,12/6/18 14:05,Wintergreen,"Soothes aches and pain, warms; has a cortisone-like effect; supports bone healing.",0,66,App\Oil,"Alivia dolores y molestias, calienta; tiene un efecto similar a la cortisona; apoya la cicatrización ósea.","Alivia dores, aquece; tem um efeito semelhante à cortisona; auxilia a cicatrização óssea."
456,11/12/18 17:37,12/6/18 14:05,Basil,"Calms nerves, improves circulation and healing; steroidal action.",0,11,App\Oil,"Tranquiliza los nervios, mejora la circulación y la cicatrización; acción esteroidea.","Acalma os nervos, melhora a circulação e a cura; ação esteroide."
457,11/12/18 17:37,12/6/18 14:05,Rosemary,"Calms nerves, improves circulation and healing; steroidal action.",0,56,App\Oil,"Tranquiliza los nervios, mejora la circulación y la cicatrización; acción esteroidea.","Acalma os nervos, melhora a circulação e a cura; ação esteroide."
458,11/12/18 17:37,12/6/18 14:05,Lavender,Calms and soothes mood and tissues.,0,39,App\Oil,Tranquiliza y calma el estado de ánimo y los tejidos.,Acalma e suaviza o humor e os tecidos.
459,11/12/18 17:37,12/6/18 14:05,Neroli,Calms and soothes mood and tissues.,0,49,App\Oil,Tranquiliza y calma el estado de ánimo y los tejidos.,Acalma e suaviza o humor e os tecidos.
460,11/12/18 17:37,12/6/18 14:05,Black Pepper,Reduces inflammation and mucus.,0,14,App\Oil,Reduce la inflamación y el moco.,Reduz a inflamação e o muco.
461,11/12/18 17:37,12/6/18 14:05,Pink Pepper,Reduces inflammation and mucus.,0,54,App\Oil,Reduce la inflamación y el moco.,Reduz a inflamação e o muco.
462,11/12/18 17:37,12/6/18 14:05,Copaiba,Relieves pain and inflammation.,0,25,App\Oil,Alivia el dolor y la inflamación.,Alivia a dor e a inflamação.
463,11/12/18 17:37,12/6/18 14:05,Turmeric,Relieves pain and inflammation.,0,63,App\Oil,Alivia el dolor y la inflamación.,Alivia a dor e a inflamação.
464,11/12/18 17:37,12/6/18 14:05,Tangerine,Energizes while reducing anxiety and depression.,0,61,App\Oil,Energiza mientras reduce la ansiedad y la depresión.,Energiza enquanto reduz a ansiedade e a depressão.
465,11/12/18 17:37,12/6/18 14:05,Wild Orange,Energizes while reducing anxiety and depression.,0,65,App\Oil,Energiza mientras reduce la ansiedad y la depresión.,Energiza enquanto reduz a ansiedade e a depressão.
466,11/12/18 17:37,12/6/18 11:09,Serenityå¨,Reduces anxiety and stress.,0,26,App\Blend,Reduce la ansiedad y el estrés.,Reduz a ansiedade e o estresse.
467,11/12/18 17:37,12/6/18 11:09,PastTenseå¨,Reduces anxiety and stress.,0,29,App\Blend,Reduce la ansiedad y el estrés.,Reduz a ansiedade e o estresse.
468,11/12/18 17:37,12/6/18 14:05,Neroli,Promotes healthy libido; relaxes.,0,49,App\Oil,"Promueve una libido saludable, relaja.",Promove a libido saudável; relaxa.
469,11/12/18 17:37,12/6/18 14:05,Ylang Ylang,Promotes healthy libido; relaxes.,0,68,App\Oil,"Promueve una libido saludable, relaja.",Promove a libido saudável; relaxa.
470,11/12/18 17:37,12/6/18 14:05,Oregano,Supports healthy progesterone levels.,0,50,App\Oil,Promueve niveles saludables de progesterona.,Auxilia níveis saudáveis de progesterona.
471,11/12/18 17:37,12/6/18 14:05,Thyme,Supports healthy progesterone levels.,0,62,App\Oil,Promueve niveles saludables de progesterona.,Auxilia níveis saudáveis de progesterona.
472,11/12/18 17:37,12/6/18 14:05,Mito2Maxå¨,NULL,0,23,App\Supplement,NULO,NULL
