id,name,Ingredient Portuguese,ingredient Spanish
1594,5 drop Oregano,5 gotas de orégano,5 gotas de orégano
1595,5 drop Grapefruit,5 gotas de toranja,5 gotas de toronja
1596,10 drop Turmeric,10 gotas de cúrcuma,10 gotas de cúrcuma
1599,6 drop Roman Chamomile,6 gotas de camomila romana,6 gotas de manzanilla romana
1600,6 drop Breathe®,6 gotas de Breathe®,6 gotas de Breathe®
1601,5 drop Lavender,5 gotas de lavanda,5 gotas de lavanda
1602,6 drop On Guard®,6 gotas de On Guard®,6 gotas de On Guard®
1605,8 ml Carrier Oil,8 mL de óleo carreador,8 ml de aceite portador
1606,5 drop AromaTouch®,5 gotas de AromaTouch®,5 gotas de AromaTouch®
1607,4 drop Copaiba,4 gotas de copaíba,4 gotas de copaiba
1609,8 drop Siberian Fir,8 gotas de abeto siberiano,8 gotas de abeto siberiano
1610,4 drop Wintergreen,4 gotas de wintergreen,4 gotas de gaulteria
1612,4 ml Carrier Oil,4 mL de óleo carreador,4 ml de aceite portador
1613,1 drop Balance®,1 gota de Balance®,1 gota de Balance®
1615,2 drop Manuka,2 gotas de malaleuca,2 gotas de manuka
1622,8 drop Melaleuca,8 gotas de tea tree,8 hotas de melaleuca
1623,8 drop Oregano,8 gotas de orégano,8 gotas de orégano
1625,15 drop Lemon,15 gotas de limão siciliano,15 gotas de limón
1626,8 drop Frankincense,8 gotas de olíbano,8 gotas de incienso
1627,1  Carrier Oil,1 óleo carreador,1 aceite portador
1629,4 drop Cypress,4 gotas de cipreste,4 gotas de ciprés
1630,3 drop Black Pepper,3 gotas de pimenta preta,3 gotas de pimienta negra
1632,3 drop Geranium,3 gotas de gerânio,3 gotas de geranio
1633,2 drop Sandalwood,2 gotas de sândalo,2 gotas de sándalo
1634,2 drop Jasmine,2 gotas de jasmim,2 gotas de jazmín
1635,2 drop Ylang Ylang,2 gotas de ylang ylang,2 gotas de ylang ylang
1636,2 drop Coriander,2 gotas de coentro,2 gotas de semilla de cilantro
1639,2 drop Oregano,2 gotas de orégano,2 gotas de orégano
1640,1 drop Carrier Oil,1 gota de óleo carreador,1 gota de aceite portador
1641,10 drop Deep Blue®,10 gotas de Deep Blue®,10 gotas de Deep Blue®
1642,6 drop Clove,6 gotas de cravo,6 gotas de clavo
1644,3 drop Serenity®,3 gotas de Serenity®,3 gotas de Serenity®
1645,3 drop Vetiver,3 gotas de vetiver,3 gotas de vetiver
1646,3 drop Cedarwood,3 gotas de cedro,3 gotas de cedro
1647,3 drop Balance®,3 gotas de Balance®,3 gotas de Balance®
1648,3 drop Roman Chamomile,3 gotas de camomila romana,3 gotas de manzanilla romana
1649,2 drop Lemon,2 gotas de limão siciliano,2 gotas de limón
1650,2 drop Turmeric,2 gotas de cúrcuma,2 gotas de cúrcuma
1651,2 drop Copaiba,2 gotas de copaíba,2 gotas de copaiba
1655,6 drop Lavender,6 gotas de lavanda,6 gotas de lavanda
1656,6 drop Peppermint,6 gotas de hortelã-pimenta,6 gotas de menta
1657,6 drop Lemon,6 gotas de limão siciliano,6 gotas de limón
1661,5 drops Frankincense,5 gotas de olíbano,5 gotas de incienso
1662,5 drops Copaiba,5 gotas de copaíba,5 gotas de copaiba
1668,8 drop On Guard®,8 gotas de On Guard®,8 gotas de On Guard®
1669,8 drop Marjoram,8 gotas de manjerona,8 gotas de mejorana
1670,8 drop Basil,8 gotas de manjericão,8 gotas de albahaca
1671,8 drop Lavender,8 gotas de lavanda,8 gotas de lavanda
1674,3 drop Neroli,3 gotas de néroli,3 gotas de neroli
1676,8 drop DDR Prime®,8 gotas de DDR Prime®,8 gotas de DDR Prime®
1677,8 drop Black Pepper,8 gotas de pimenta preta,8 gotas de pimienta negra
1678,8 drop Cassia,8 gotas de cássia,8 gotas de casia
1680,8 drop Copaiba,8 gotas de copaíba,8 gotas de copaiba
1681,8 drop Wild Orange,8 gotas de laranja lima,8 gotas de naranja silvestre
1682,8 drop Petitgrain,8 gotas de Petitgrain,8 gotas de esencia de azahar
1685,8 drop Clove,8 gotas de cravo,8 gotas de clavo
1689,8 drop Pink Pepper,8 gotas de pimenta rosa,8 gotas de pimienta rosa
1690,8 drop Yarrow Pom,8 gotas de milefólio pom,8 gotas de milenrama/granada
1691,8 drop Tangerine,8 gotas de tangerina,8 gotas de mandarina
1695,8 drop Thyme,8 gotas de tomilho,8 gotas de tomillo
1696,8 drop Turmeric,8 gotas de cúrcuma,8 gotas de cúrcuma
1697,8 drop Bergamot,8 gotas de bergamota,8 gotas de bergamota
1698,8 drop Coriander,8 gotas de coentro,8 gotas de semilla de cilantro
1699,8 drop DigestZen®,8 gotas de DigestZen®,8 gotas de DigestZen®
1700,8 drop Geranium,8 gotas de gerânio,8 gotas de geranio
1701,8 drop Peppermint,8 gotas de hortelã-pimenta,8 gotas de menta
1702,5 drop Frankincense,5 gotas de olíbano,5 gotas de incienso
1703,8 drop Neroli,8 gotas de néroli,8 gotas de neroli
1704,8 drop Rose,8 gotas de rosa,8 gotas de rosa
1705,8 drop Jasmine,8 gotas de jasmim,8 gotas de jazmín
1706,8 drop Carrier Oil,8 gotas de óleo carreador,8 gotas de aceite portador
1707,8 drop Spikenard,8 gotas de nardo,8 gotas de nardo
1708,8 drop Melissa,8 gotas de melissa,8 gotas de melisa
1709,8 drop Align®,8 gotas de Align®,5 gotas de Align®
1710,8 drop Douglas Fir,8 gotas de abeto de douglas,8 gotas de abeto douglas
1711,8 drop Spearmint,8 gotas de hortelã,8 gotas de hierbabuena
1712,8 drop AromaTouch®,8 gotas de AromaTouch®,8 gotas de AromaTouch®
1713,2 drop Grapefruit,2 gotas de toranja,2 gotas de toronja
1716,2 drop Serenity®,2 gotas de Serenity®,2 gotas de Serenity®
1717,2 drop Douglas Fir,2 gotas de abeto de douglas,2 gotas de abeto douglas
1718,2 drop Breathe®,2 gotas de Breathe®,2 gotas de Breathe®
1722,2 drop Vetiver,2 gotas de vetiver,2 gotas de vetiver
1724,1 drop Frankincense,1 gota de olíbano,1 gota de incienso
1725,1 drop Lemon,1 gota de limão siciliano,1 gota de limón
1730,10 drop Cypress,10 gotas de cipreste,10 gotas de ciprés
1737,1 drop Cheer®,1 gota de Cheer®,1 gota de Cheer®
1738,2 drop Balance®,2 gotas de Balance®,2 gotas de Balance®
1739,1 drop Wild Orange,1 gota de laranja lima,1 gota de naranja silvestre
1740,1 drop Magnolia,1 gota de magnólia,1 gota de magnolia
1741,2 drop Frankincense,2 gotas de olíbano,2 gotas de incienso
1754,10 ml Carrier Oil,10 mL de óleo carreador,10 ml de aceite portador
1756,10 drop Peppermint,10 gotas de hortelã-pimenta,10 gotas de menta
1757,10 drop Lavender,10 gotas de lavanda,10 gotas de lavanda
1770,5 drop Ice Blue,5 gotas de Ice Blue,5 gotas de Ice Blue
1771,5 drop Turmeric,5 gotas de cúrcuma,5 gotas de cúrcuma
1772,10 drop Copaiba,10 gotas de copaíba,10 gotas de copaiba
1773,10 drop Frankincense,10 gotas de olíbano,10 gotas de incienso
1778,12 drop Lemongrass,12 gotas de capim limão,12 gotas de lemongrass
1779,12 drop Clove,12 gotas de cravo,12 gotas de clavo
1800,2 drop Marjoram,2 gotas de manjerona,2 gotas de mejorana
1801,2 drop Roman Chamomile,2 gotas de camomila romana,2 gotas de manzanilla romana
1810,4 drop Peppermint,4 gotas de hortelã-pimenta,4 gotas de menta
1811,4 drop Lemon,4 gotas de limão siciliano,4 gotas de limón
1812,4 drop On Guard®,4 gotas de On Guard®,4 gotas de On Guard®
1819,2 drop Peppermint,2 gotas de hortelã-pimenta,2 gotas de menta
1821,2 drop ClaryCalm®,2 gotas de ClaryCalm®,2 gotas de ClaryCalm®
1822,2 drop Lavender,2 gotas de lavanda,2 gotas de lavanda
1823,2 drop Cypress,2 gotas de cipreste,2 gotas de ciprés
1854,Carrier Oil,Óleo Carreador,Aceite porador
1855,10 drop HD Clear®,10 gotas de HD Clear®,10 gotas de HD Clear®
1856,10 drop Melaleuca,10 gotas de tea tree,10 gotas de melaleuca
1857,10 drop Purify,10 gotas de Purify,10 gotas de Purify
1858,12 drop Petitgrain,12 gotas de Petitgrain,10 gotas de esencia de azahar
1859,1 tbsp Carrier Oil,1 colher de sopa de óleo carreador,1 cdta. de aceite portador
1860,1 drop Rose,1 gota de rosa,1 gota de rosa
1861,1 drop Lavender,1 gota de lavanda,1 gota de lavanda
1862,1 drop Geranium,1 gota de gerânio,1 gota de geranio
1863,1 drop Ylang Ylang,1 gota de ylang ylang,1 gota de  ylang ylang
1864,3 drop DDR Prime®,3 gotas de DDR Prime®,3 gotas de DDR Prime®
1865,3 drop Copaiba,3 gotas de copaíba,3 gotas de copaiba
1866,3 drop Basil,3 gotas de manjericão,3 gotas de albahaca
1867,4 drop Lavender,4 gotas de lavanda,4 gotas de lavanda
1868,5 drop Petitgrain,5 gotas de Petitgrain,5 gotas de esencia de azahar
1869,4 drop Marjoram,4 gotas de manjerona,4 gotas de mejorana
1894,12 drop Ylang Ylang,12 gotas de ylang ylang,12 gotas de ylang ylang
1895,12 drop Helichrysum,12 gotas de immortelle,12 gotas de helicriso
1896,18 drop Frankincense,18 gotas de olíbano,18 gotas de incienso
1897,12 drop Cassia,12 gotas de cássia,12 gotas de casia
